Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-08-18;43,00;53,00;5,00;3,00;10,00;3,00;8,00;12,00;0,00;2,00;1,00;6,00;4,00;2,00;0,00;2,00;2,00;1,00;1,00;1,00;0,00
2019-08-25;40,00;50,00;5,00;4,00;5,00;3,00;7,00;8,00;0,00;0,00;1,00;4,00;2,00;1,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00
2019-09-01;41,00;12,00;6,00;4,00;11,00;8,00;8,00;9,00;0,00;2,00;0,00;4,00;2,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00
2019-09-08;41,00;13,00;1,00;8,00;8,00;8,00;2,00;4,00;0,00;0,00;0,00;6,00;2,00;2,00;0,00;0,00;3,00;2,00;0,00;1,00;0,00
2019-09-15;37,00;11,00;5,00;2,00;7,00;5,00;4,00;5,00;0,00;1,00;0,00;9,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-09-22;37,00;7,00;3,00;5,00;8,00;4,00;5,00;5,00;0,00;0,00;0,00;4,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;42,00;8,00;1,00;4,00;2,00;2,00;6,00;9,00;1,00;2,00;0,00;7,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-10-06;31,00;7,00;0,00;5,00;8,00;3,00;7,00;8,00;1,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-10-13;23,00;11,00;2,00;5,00;6,00;2,00;6,00;6,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00
2019-10-20;23,00;6,00;0,00;3,00;4,00;1,00;4,00;4,00;0,00;1,00;0,00;4,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;1,00
2019-10-27;18,00;4,00;1,00;3,00;5,00;2,00;6,00;4,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-11-03;15,00;6,00;2,00;2,00;4,00;1,00;2,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;21,00;4,00;4,00;4,00;4,00;1,00;5,00;3,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;15,00;4,00;1,00;1,00;5,00;3,00;3,00;1,00;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;15,00;2,00;0,00;1,00;1,00;1,00;3,00;5,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-12-01;15,00;2,00;3,00;1,00;3,00;5,00;2,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;14,00;7,00;2,00;5,00;1,00;4,00;3,00;4,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;26,00;9,00;1,00;3,00;3,00;1,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;25,00;6,00;3,00;6,00;5,00;2,00;11,00;5,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;1,00
2019-12-29;16,00;8,00;2,00;4,00;3,00;3,00;0,00;6,00;0,00;0,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2020-01-05;17,00;5,00;3,00;2,00;6,00;1,00;6,00;5,00;0,00;1,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00
2020-01-12;16,00;4,00;2,00;3,00;3,00;1,00;3,00;7,00;0,00;1,00;1,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;27,00;7,00;1,00;4,00;4,00;1,00;3,00;3,00;0,00;1,00;3,00;3,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2020-01-26;19,00;6,00;6,00;7,00;7,00;1,00;3,00;4,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00
2020-02-02;28,00;5,00;3,00;4,00;7,00;1,00;1,00;3,00;0,00;1,00;0,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-09;34,00;3,00;3,00;2,00;3,00;6,00;8,00;2,00;0,00;1,00;0,00;3,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-16;27,00;6,00;1,00;4,00;1,00;1,00;8,00;4,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-23;23,00;7,00;2,00;1,00;5,00;1,00;5,00;3,00;1,00;0,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00
2020-03-01;22,00;8,00;1,00;2,00;2,00;3,00;1,00;3,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-03-08;18,00;4,00;1,00;2,00;1,00;1,00;1,00;3,00;1,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;12,00;3,00;1,00;1,00;5,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2020-03-22;6,00;1,00;1,00;1,00;4,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;3,00;3,00;0,00;1,00;5,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00
2020-04-05;3,00;5,00;1,00;1,00;3,00;1,00;1,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;6,00;3,00;1,00;1,00;4,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-04-19;4,00;3,00;1,00;3,00;3,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
