Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-03-24;47,00;16,00;31,00;18,00;8,00;13,00;13,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;13,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;42,00;8,00;5,00;10,00;0,00;5,00;10,00;10,00;0,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;29,00;13,00;16,00;0,00;8,00;5,00;3,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;23,00;14,00;14,00;3,00;11,00;8,00;8,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;6,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;36,00;8,00;8,00;0,00;6,00;8,00;3,00;3,00;3,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;8,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;34,00;8,00;10,00;10,00;5,00;0,00;3,00;3,00;0,00;3,00;3,00;10,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;43,00;8,00;3,00;13,00;5,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;31,00;3,00;16,00;0,00;5,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-05-19;36,00;0,00;13,00;3,00;3,00;3,00;3,00;3,00;5,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;37,00;3,00;11,00;0,00;8,00;3,00;0,00;0,00;0,00;0,00;8,00;3,00;0,00;3,00;3,00;0,00;3,00;3,00;8,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;59,00;13,00;13,00;3,00;8,00;3,00;3,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;3,00;3,00;5,00;0,00;5,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;40,00;5,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;5,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;45,00;8,00;5,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;11,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;5,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;53,00;0,00;13,00;3,00;0,00;0,00;3,00;3,00;0,00;3,00;8,00;0,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-06-30;39,00;5,00;13,00;5,00;3,00;5,00;0,00;0,00;0,00;3,00;16,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;58,00;3,00;32,00;0,00;5,00;0,00;3,00;0,00;3,00;0,00;5,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;5,00;3,00;3,00;0,00;0,00;5,00;3,00;0,00;0,00;0,00
2019-07-14;46,00;5,00;30,00;8,00;3,00;11,00;3,00;0,00;5,00;0,00;14,00;5,00;19,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-07-21;100,00;57,00;74,00;6,00;37,00;3,00;9,00;0,00;6,00;6,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;23,00;0,00;26,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;58,00;11,00;16,00;3,00;3,00;0,00;5,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00;11,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-08-04;61,00;3,00;11,00;3,00;8,00;8,00;6,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-08-11;64,00;11,00;8,00;3,00;5,00;8,00;5,00;0,00;8,00;0,00;11,00;0,00;3,00;0,00;8,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;52,00;14,00;5,00;14,00;3,00;8,00;0,00;0,00;0,00;8,00;3,00;5,00;3,00;0,00;11,00;3,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;53,00;3,00;13,00;3,00;3,00;5,00;0,00;0,00;0,00;0,00;5,00;8,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;61,00;13,00;13,00;3,00;0,00;3,00;3,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;37,00;24,00;3,00;11,00;5,00;5,00;8,00;0,00;0,00;3,00;13,00;11,00;5,00;0,00;3,00;0,00;3,00;0,00;8,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-09-15;48,00;8,00;24,00;8,00;8,00;5,00;3,00;3,00;11,00;0,00;3,00;0,00;0,00;0,00;8,00;0,00;3,00;0,00;3,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-09-22;51,00;10,00;13,00;3,00;10,00;8,00;8,00;0,00;3,00;3,00;8,00;5,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;5,00;8,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;44,00;5,00;8,00;5,00;8,00;8,00;0,00;5,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;13,00;18,00;23,00;13,00;8,00;0,00;8,00;3,00;3,00;5,00;15,00;5,00;3,00;0,00;5,00;3,00;3,00;0,00;5,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;28,00;15,00;20,00;8,00;5,00;8,00;8,00;5,00;5,00;0,00;3,00;0,00;0,00;0,00;10,00;3,00;8,00;0,00;8,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;22,00;12,00;12,00;10,00;10,00;5,00;2,00;2,00;5,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;5,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00
2019-10-27;30,00;25,00;7,00;2,00;10,00;15,00;7,00;0,00;2,00;0,00;5,00;5,00;0,00;0,00;2,00;0,00;0,00;2,00;2,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;17,00;12,00;10,00;10,00;5,00;7,00;10,00;7,00;0,00;2,00;5,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;12,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-11-10;38,00;19,00;14,00;12,00;10,00;7,00;10,00;7,00;0,00;0,00;7,00;7,00;5,00;2,00;10,00;0,00;0,00;5,00;12,00;5,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-11-17;24,00;29,00;14,00;12,00;12,00;0,00;2,00;2,00;2,00;5,00;5,00;2,00;5,00;7,00;7,00;0,00;0,00;0,00;5,00;7,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-11-24;39,00;31,00;10,00;14,00;5,00;5,00;7,00;7,00;2,00;5,00;7,00;7,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;2,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;27,00;37,00;24,00;7,00;12,00;5,00;2,00;7,00;2,00;10,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-12-08;41,00;48,00;19,00;10,00;19,00;7,00;12,00;10,00;14,00;0,00;7,00;7,00;12,00;2,00;2,00;0,00;7,00;2,00;7,00;22,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;39,00;44,00;17,00;12,00;15,00;7,00;22,00;10,00;10,00;2,00;2,00;7,00;7,00;0,00;17,00;2,00;7,00;5,00;10,00;51,00;5,00;0,00;22,00;2,00;2,00;0,00;0,00;3,00
2019-12-22;73,00;53,00;20,00;17,00;11,00;11,00;14,00;14,00;8,00;6,00;6,00;17,00;3,00;0,00;8,00;6,00;0,00;6,00;17,00;8,00;3,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;63,00;11,00;26,00;13,00;11,00;8,00;16,00;18,00;13,00;0,00;8,00;5,00;3,00;0,00;21,00;0,00;13,00;0,00;16,00;13,00;8,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00
2020-01-05;42,00;42,00;23,00;12,00;14,00;5,00;7,00;9,00;14,00;0,00;7,00;7,00;5,00;0,00;9,00;0,00;2,00;2,00;12,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;50,00;23,00;11,00;7,00;14,00;5,00;14,00;14,00;20,00;2,00;11,00;7,00;2,00;5,00;7,00;0,00;2,00;0,00;9,00;7,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-19;56,00;39,00;9,00;25,00;14,00;12,00;14,00;19,00;12,00;2,00;9,00;12,00;0,00;0,00;5,00;0,00;2,00;0,00;9,00;19,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-26;48,00;41,00;11,00;18,00;16,00;11,00;11,00;11,00;16,00;2,00;5,00;11,00;9,00;0,00;2,00;2,00;0,00;2,00;11,00;9,00;5,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00
2020-02-02;92,00;23,00;16,00;11,00;9,00;11,00;21,00;11,00;5,00;0,00;7,00;5,00;2,00;0,00;9,00;0,00;2,00;2,00;9,00;14,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-02-09;85,00;18,00;18,00;24,00;9,00;13,00;11,00;13,00;11,00;7,00;9,00;4,00;4,00;4,00;11,00;4,00;2,00;4,00;4,00;9,00;0,00;4,00;4,00;4,00;2,00;0,00;0,00;2,00
2020-02-16;63,00;28,00;21,00;9,00;9,00;7,00;16,00;9,00;7,00;0,00;2,00;14,00;2,00;2,00;9,00;2,00;2,00;0,00;9,00;7,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00
2020-02-23;29,00;40,00;16,00;16,00;13,00;7,00;11,00;13,00;11,00;2,00;7,00;2,00;2,00;0,00;11,00;0,00;2,00;0,00;2,00;11,00;7,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;22,00;44,00;16,00;27,00;16,00;7,00;29,00;4,00;9,00;2,00;7,00;7,00;2,00;2,00;9,00;0,00;4,00;2,00;16,00;4,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;49,00;49,00;27,00;32,00;34,00;21,00;15,00;8,00;13,00;4,00;8,00;6,00;6,00;4,00;4,00;4,00;6,00;4,00;34,00;4,00;4,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00
2020-03-15;15,00;17,00;10,00;8,00;10,00;8,00;6,00;2,00;4,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;6,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00
2020-03-22;10,00;8,00;19,00;2,00;0,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;12,00;2,00;10,00;2,00;2,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2020-04-05;14,00;7,00;2,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;11,00;2,00;4,00;4,00;4,00;2,00;4,00;4,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;13,00;0,00;6,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;14,00;0,00;12,00;0,00;8,00;4,00;0,00;2,00;0,00;2,00;2,00;8,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;13,00;6,00;12,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2020-05-10;21,00;2,00;8,00;0,00;2,00;6,00;2,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;25,00;4,00;11,00;2,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;17,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-05-31;11,00;0,00;4,00;2,00;0,00;4,00;0,00;0,00;2,00;6,00;2,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-06-07;43,00;4,00;4,00;6,00;4,00;2,00;2,00;4,00;0,00;2,00;9,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;21,00;8,00;15,00;0,00;2,00;0,00;2,00;0,00;2,00;4,00;2,00;2,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-06-21;38,00;2,00;11,00;0,00;7,00;4,00;7,00;2,00;2,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;4,00;4,00;2,00;0,00;0,00;0,00
2020-06-28;47,00;4,00;9,00;4,00;6,00;6,00;2,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;50,00;5,00;18,00;2,00;7,00;2,00;2,00;2,00;2,00;0,00;7,00;9,00;0,00;0,00;2,00;0,00;2,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;36,00;2,00;19,00;2,00;2,00;5,00;0,00;10,00;0,00;5,00;10,00;10,00;5,00;0,00;2,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2020-07-19;65,00;2,00;29,00;2,00;5,00;0,00;2,00;0,00;2,00;2,00;5,00;7,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;52,00;5,00;12,00;2,00;7,00;2,00;0,00;5,00;0,00;0,00;9,00;2,00;5,00;0,00;2,00;2,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;81,00;5,00;19,00;2,00;10,00;5,00;2,00;2,00;0,00;0,00;7,00;12,00;7,00;0,00;5,00;2,00;0,00;2,00;2,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-08-09;42,00;5,00;21,00;5,00;9,00;2,00;2,00;0,00;0,00;0,00;9,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2020-08-16;53,00;5,00;7,00;2,00;0,00;2,00;2,00;0,00;2,00;0,00;5,00;2,00;2,00;0,00;2,00;2,00;2,00;2,00;0,00;5,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2020-08-23;50,00;7,00;12,00;5,00;5,00;2,00;2,00;0,00;0,00;2,00;7,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00
2020-08-30;42,00;2,00;31,00;0,00;0,00;0,00;2,00;0,00;5,00;0,00;2,00;0,00;2,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00
2020-09-06;26,00;9,00;14,00;2,00;0,00;5,00;0,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;38,00;14,00;21,00;12,00;5,00;7,00;2,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;52,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;23,00;5,00;7,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;5,00;2,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;12,00;7,00;7,00;7,00;2,00;2,00;5,00;5,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00
2020-10-04;19,00;7,00;12,00;2,00;5,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;9,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;17,00;10,00;0,00;7,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;2,00;7,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2020-10-18;12,00;0,00;10,00;0,00;5,00;2,00;2,00;2,00;5,00;2,00;2,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;12,00;5,00;7,00;0,00;0,00;5,00;0,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;5,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;6,00;6,00;6,00;2,00;2,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;14,00;5,00;9,00;0,00;5,00;2,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;21,00;12,00;9,00;7,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;11,00;20,00;2,00;5,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;5,00;12,00;7,00;5,00;9,00;2,00;0,00;0,00;2,00;0,00;5,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-12-06;25,00;2,00;14,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;5,00;2,00;0,00;2,00;2,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;11,00;2,00;14,00;2,00;5,00;2,00;0,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;43,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00
2020-12-20;29,00;18,00;19,00;0,00;5,00;0,00;3,00;5,00;3,00;0,00;3,00;8,00;0,00;3,00;5,00;0,00;0,00;0,00;8,00;24,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;30,00;10,00;13,00;3,00;8,00;5,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;3,00;5,00;0,00;5,00;0,00;5,00;5,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-01-03;25,00;11,00;9,00;2,00;2,00;5,00;2,00;2,00;5,00;0,00;7,00;2,00;0,00;0,00;7,00;0,00;0,00;2,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;33,00;2,00;11,00;2,00;7,00;4,00;4,00;4,00;0,00;4,00;11,00;2,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2021-01-17;9,00;4,00;19,00;4,00;2,00;0,00;2,00;4,00;0,00;0,00;6,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;2,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;57,00;11,00;7,00;4,00;0,00;2,00;4,00;4,00;2,00;0,00;9,00;4,00;4,00;0,00;2,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;96,00;7,00;9,00;4,00;11,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-02-07;24,00;2,00;2,00;4,00;0,00;0,00;2,00;2,00;2,00;0,00;7,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-02-14;18,00;4,00;7,00;0,00;9,00;2,00;2,00;0,00;7,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-02-21;34,00;7,00;9,00;5,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-02-28;29,00;2,00;2,00;2,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
