Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-04-14;36,00;4,00;2,00;4,00;2,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;41,00;5,00;4,00;12,00;0,00;1,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;30,00;3,00;1,00;5,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;16,00;1,00;0,00;11,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;18,00;1,00;5,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;10,00;0,00;2,00;9,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;17,00;0,00;2,00;8,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;21,00;0,00;6,00;5,00;5,00;0,00;0,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;23,00;1,00;5,00;12,00;5,00;1,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;5,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;37,00;0,00;7,00;30,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-06-23;27,00;1,00;7,00;20,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;2,00;0,00;1,00;0,00;4,00;1,00;0,00;1,00;1,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00
2019-06-30;39,00;3,00;5,00;28,00;1,00;1,00;0,00;1,00;0,00;3,00;2,00;1,00;0,00;0,00;2,00;2,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;48,00;0,00;9,00;17,00;8,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;6,00;0,00;1,00;2,00;0,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-14;53,00;0,00;8,00;23,00;5,00;2,00;0,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;51,00;14,00;15,00;20,00;19,00;1,00;1,00;0,00;0,00;0,00;2,00;4,00;1,00;0,00;0,00;6,00;0,00;2,00;2,00;11,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;47,00;2,00;4,00;23,00;2,00;2,00;0,00;0,00;0,00;5,00;1,00;1,00;2,00;0,00;1,00;1,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-08-04;82,00;0,00;1,00;25,00;6,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;4,00;0,00;0,00;4,00;2,00;0,00;1,00;0,00;9,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;74,00;1,00;5,00;18,00;7,00;0,00;1,00;1,00;1,00;1,00;3,00;0,00;1,00;0,00;0,00;3,00;3,00;1,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;63,00;1,00;4,00;7,00;4,00;1,00;0,00;0,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;2,00;0,00;4,00;2,00;5,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;51,00;0,00;1,00;12,00;2,00;0,00;0,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;34,00;1,00;1,00;2,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;37,00;3,00;0,00;5,00;2,00;0,00;2,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;32,00;1,00;8,00;9,00;0,00;0,00;1,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;31,00;4,00;4,00;6,00;2,00;1,00;1,00;1,00;0,00;1,00;5,00;1,00;0,00;0,00;1,00;4,00;0,00;1,00;1,00;2,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;31,00;1,00;1,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;3,00;2,00;0,00;1,00;2,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-10-06;36,00;1,00;2,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;5,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;35,00;5,00;0,00;9,00;5,00;0,00;2,00;1,00;2,00;0,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-20;31,00;3,00;2,00;12,00;2,00;1,00;0,00;0,00;1,00;2,00;1,00;0,00;1,00;0,00;1,00;3,00;1,00;2,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;42,00;1,00;0,00;10,00;3,00;1,00;1,00;1,00;0,00;0,00;4,00;0,00;0,00;0,00;5,00;3,00;0,00;2,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;30,00;1,00;5,00;4,00;4,00;2,00;1,00;3,00;1,00;0,00;2,00;1,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;1,00;0,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-11-10;40,00;2,00;3,00;7,00;4,00;0,00;1,00;1,00;0,00;1,00;3,00;0,00;1,00;0,00;5,00;2,00;0,00;0,00;0,00;1,00;4,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;30,00;4,00;1,00;9,00;2,00;2,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;1,00;1,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;34,00;3,00;2,00;6,00;5,00;3,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;1,00;6,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00
2019-12-01;31,00;3,00;6,00;14,00;3,00;0,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;4,00;3,00;1,00;0,00;2,00;3,00;4,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-12-08;41,00;3,00;3,00;17,00;4,00;2,00;2,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;5,00;5,00;0,00;1,00;4,00;3,00;5,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-12-15;48,00;6,00;6,00;14,00;5,00;2,00;1,00;3,00;0,00;2,00;2,00;1,00;0,00;0,00;8,00;4,00;1,00;0,00;3,00;4,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-12-22;64,00;9,00;6,00;10,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;5,00;6,00;3,00;0,00;1,00;3,00;5,00;6,00;0,00;3,00;1,00;0,00;0,00;0,00
2019-12-29;96,00;4,00;7,00;19,00;5,00;6,00;0,00;7,00;1,00;2,00;4,00;0,00;1,00;0,00;12,00;6,00;4,00;1,00;4,00;2,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;41,00;7,00;7,00;7,00;2,00;1,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;1,00;10,00;5,00;1,00;0,00;1,00;0,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-12;43,00;5,00;3,00;10,00;1,00;0,00;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;5,00;7,00;0,00;2,00;1,00;1,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;35,00;3,00;4,00;7,00;0,00;2,00;0,00;3,00;0,00;1,00;3,00;0,00;2,00;1,00;3,00;6,00;0,00;2,00;1,00;1,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;35,00;2,00;6,00;10,00;2,00;2,00;1,00;4,00;1,00;1,00;4,00;2,00;1,00;0,00;5,00;7,00;0,00;1,00;5,00;1,00;3,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-02;34,00;4,00;4,00;13,00;3,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;2,00;7,00;0,00;0,00;1,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;68,00;7,00;5,00;12,00;3,00;2,00;1,00;0,00;1,00;2,00;0,00;1,00;0,00;1,00;3,00;3,00;0,00;2,00;1,00;1,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00
2020-02-16;34,00;4,00;2,00;4,00;1,00;1,00;1,00;3,00;1,00;0,00;2,00;0,00;0,00;2,00;4,00;8,00;2,00;1,00;0,00;3,00;6,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;31,00;4,00;5,00;4,00;0,00;1,00;1,00;3,00;1,00;0,00;3,00;0,00;1,00;0,00;2,00;4,00;2,00;0,00;1,00;1,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;25,00;2,00;2,00;7,00;0,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;2,00;6,00;0,00;0,00;4,00;1,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;19,00;3,00;6,00;4,00;3,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;5,00;2,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-15;14,00;3,00;5,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;15,00;1,00;3,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;6,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;0,00;4,00;4,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;7,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;12,00;1,00;6,00;3,00;2,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;0,00;6,00;10,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;5,00;0,00;1,00;5,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;12,00;0,00;1,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;6,00;1,00;2,00;5,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;14,00;0,00;2,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;7,00;0,00;3,00;13,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;21,00;0,00;2,00;8,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;21,00;0,00;2,00;9,00;4,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;27,00;0,00;13,00;13,00;1,00;0,00;0,00;0,00;1,00;0,00;4,00;0,00;2,00;0,00;4,00;1,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;40,00;0,00;7,00;15,00;3,00;2,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;32,00;1,00;3,00;11,00;5,00;0,00;2,00;2,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;47,00;1,00;2,00;10,00;4,00;1,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;3,00;0,00;1,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;37,00;0,00;3,00;9,00;5,00;1,00;1,00;1,00;0,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;3,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00
2020-08-02;58,00;0,00;8,00;19,00;4,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;0,00;1,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;64,00;0,00;6,00;7,00;4,00;0,00;1,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;3,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;62,00;1,00;2,00;9,00;8,00;2,00;0,00;1,00;0,00;2,00;1,00;0,00;0,00;1,00;2,00;4,00;1,00;0,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;39,00;1,00;0,00;1,00;1,00;1,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;2,00;2,00;1,00;1,00;0,00;0,00;1,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-08-30;25,00;0,00;3,00;2,00;0,00;0,00;0,00;1,00;0,00;1,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;3,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-09-06;24,00;0,00;0,00;3,00;3,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;17,00;1,00;4,00;3,00;1,00;0,00;1,00;0,00;1,00;1,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;18,00;3,00;4,00;2,00;2,00;2,00;1,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;1,00;1,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;12,00;4,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;14,00;3,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;15,00;2,00;1,00;4,00;2,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;15,00;1,00;0,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-10-25;10,00;1,00;2,00;4,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;25,00;0,00;4,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;14,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;7,00;2,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;9,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;17,00;1,00;2,00;2,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;16,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;3,00;0,00;0,00;1,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;4,00;3,00;2,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;0,00;0,00;0,00;8,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;9,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;10,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-12-27;21,00;2,00;4,00;1,00;2,00;0,00;1,00;3,00;1,00;0,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;1,00;3,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-01-03;15,00;2,00;2,00;3,00;2,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;7,00;1,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;11,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;31,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-01-31;29,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-02-07;7,00;1,00;1,00;5,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-02-14;12,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-02-21;11,00;0,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;9,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
