Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-23;62,00;0,00;12,00;3,00;0,00;1,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;6,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;62,00;2,00;15,00;11,00;5,00;0,00;0,00;3,00;0,00;0,00;8,00;0,00;8,00;0,00;5,00;0,00;0,00;0,00;3,00;2,00;8,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-07-07;54,00;0,00;9,00;0,00;1,00;4,00;0,00;3,00;0,00;1,00;3,00;0,00;16,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;67,00;0,00;18,00;7,00;3,00;1,00;0,00;0,00;0,00;0,00;9,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;65,00;14,00;14,00;5,00;20,00;2,00;0,00;2,00;2,00;3,00;5,00;3,00;3,00;0,00;3,00;0,00;0,00;6,00;3,00;12,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00
2019-07-28;52,00;12,00;12,00;3,00;3,00;2,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;3,00;2,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-08-04;65,00;8,00;11,00;5,00;6,00;2,00;0,00;2,00;3,00;2,00;9,00;0,00;6,00;2,00;9,00;0,00;5,00;0,00;8,00;5,00;8,00;2,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-08-11;49,00;4,00;9,00;0,00;6,00;6,00;3,00;1,00;3,00;4,00;0,00;0,00;1,00;0,00;4,00;3,00;3,00;1,00;4,00;1,00;4,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-08-18;48,00;3,00;10,00;3,00;3,00;1,00;3,00;1,00;0,00;0,00;6,00;1,00;1,00;0,00;3,00;1,00;1,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-08-25;57,00;8,00;6,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;3,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;6,00;7,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-09-01;55,00;3,00;7,00;0,00;7,00;1,00;3,00;1,00;0,00;5,00;8,00;4,00;3,00;0,00;3,00;1,00;3,00;0,00;4,00;3,00;10,00;0,00;1,00;3,00;0,00;0,00;0,00;1,00
2019-09-08;56,00;3,00;4,00;3,00;9,00;1,00;4,00;1,00;1,00;7,00;3,00;0,00;4,00;0,00;5,00;3,00;1,00;0,00;4,00;8,00;4,00;0,00;1,00;4,00;1,00;0,00;1,00;0,00
2019-09-15;48,00;8,00;11,00;3,00;9,00;3,00;1,00;1,00;0,00;4,00;8,00;0,00;1,00;0,00;8,00;0,00;0,00;1,00;8,00;4,00;7,00;3,00;0,00;4,00;0,00;0,00;1,00;0,00
2019-09-22;42,00;5,00;15,00;0,00;0,00;3,00;1,00;3,00;0,00;3,00;12,00;1,00;3,00;0,00;8,00;1,00;1,00;0,00;7,00;3,00;8,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00
2019-09-29;73,00;8,00;8,00;4,00;7,00;1,00;5,00;3,00;0,00;0,00;5,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;7,00;5,00;7,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;44,00;8,00;7,00;0,00;1,00;3,00;1,00;1,00;3,00;4,00;8,00;3,00;5,00;1,00;8,00;0,00;0,00;1,00;5,00;4,00;5,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-10-13;39,00;7,00;12,00;1,00;7,00;1,00;1,00;5,00;1,00;3,00;7,00;0,00;1,00;0,00;9,00;4,00;0,00;0,00;7,00;9,00;1,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-10-20;52,00;4,00;7,00;3,00;11,00;1,00;0,00;1,00;1,00;5,00;9,00;0,00;7,00;0,00;4,00;3,00;0,00;0,00;11,00;4,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-27;58,00;9,00;9,00;1,00;5,00;4,00;1,00;1,00;0,00;7,00;9,00;0,00;5,00;1,00;12,00;1,00;3,00;0,00;8,00;8,00;1,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00
2019-11-03;53,00;3,00;1,00;1,00;3,00;1,00;0,00;3,00;3,00;3,00;12,00;3,00;4,00;0,00;16,00;1,00;5,00;1,00;4,00;5,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-11-10;53,00;8,00;12,00;4,00;5,00;1,00;1,00;8,00;1,00;6,00;10,00;0,00;3,00;1,00;5,00;1,00;4,00;1,00;1,00;8,00;5,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00
2019-11-17;63,00;7,00;4,00;1,00;8,00;3,00;3,00;7,00;0,00;4,00;16,00;5,00;1,00;0,00;15,00;3,00;7,00;0,00;4,00;8,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-24;54,00;7,00;12,00;8,00;6,00;7,00;1,00;6,00;0,00;3,00;8,00;0,00;7,00;0,00;6,00;0,00;3,00;0,00;4,00;7,00;6,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-12-01;76,00;5,00;8,00;1,00;6,00;5,00;1,00;3,00;4,00;4,00;4,00;3,00;8,00;0,00;18,00;1,00;3,00;1,00;8,00;12,00;13,00;1,00;3,00;0,00;1,00;0,00;0,00;0,00
2019-12-08;67,00;9,00;10,00;4,00;10,00;16,00;3,00;4,00;5,00;5,00;9,00;1,00;3,00;0,00;17,00;5,00;1,00;0,00;14,00;5,00;8,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;91,00;18,00;18,00;4,00;15,00;0,00;4,00;5,00;1,00;8,00;18,00;1,00;5,00;0,00;26,00;4,00;4,00;1,00;8,00;9,00;18,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00
2019-12-22;100,00;17,00;41,00;12,00;17,00;8,00;8,00;3,00;0,00;29,00;17,00;2,00;8,00;0,00;23,00;0,00;5,00;0,00;11,00;11,00;12,00;5,00;3,00;5,00;0,00;0,00;5,00;0,00
2019-12-29;93,00;6,00;8,00;7,00;8,00;6,00;1,00;7,00;3,00;0,00;10,00;1,00;6,00;0,00;28,00;3,00;3,00;0,00;8,00;10,00;14,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-01-05;91,00;23,00;13,00;5,00;13,00;12,00;6,00;4,00;3,00;4,00;16,00;0,00;9,00;0,00;10,00;4,00;5,00;0,00;14,00;9,00;19,00;1,00;4,00;6,00;0,00;0,00;0,00;1,00
2020-01-12;91,00;14,00;18,00;7,00;11,00;6,00;1,00;6,00;2,00;1,00;16,00;1,00;9,00;0,00;22,00;2,00;7,00;1,00;17,00;11,00;11,00;0,00;0,00;5,00;2,00;0,00;1,00;0,00
2020-01-19;91,00;17,00;15,00;10,00;18,00;14,00;3,00;15,00;8,00;18,00;22,00;5,00;6,00;0,00;14,00;5,00;12,00;5,00;9,00;8,00;6,00;3,00;3,00;5,00;3,00;3,00;0,00;0,00
2020-01-26;66,00;13,00;18,00;5,00;9,00;3,00;3,00;4,00;0,00;6,00;10,00;1,00;4,00;0,00;15,00;1,00;1,00;0,00;10,00;6,00;11,00;1,00;3,00;3,00;0,00;0,00;1,00;1,00
2020-02-02;96,00;6,00;8,00;6,00;13,00;5,00;6,00;9,00;3,00;9,00;14,00;4,00;5,00;0,00;8,00;1,00;6,00;0,00;15,00;12,00;5,00;3,00;0,00;8,00;0,00;0,00;1,00;1,00
2020-02-09;91,00;8,00;18,00;9,00;13,00;8,00;1,00;4,00;4,00;8,00;16,00;3,00;8,00;1,00;14,00;4,00;4,00;1,00;9,00;11,00;13,00;3,00;1,00;5,00;1,00;0,00;1,00;0,00
2020-02-16;93,00;19,00;15,00;5,00;11,00;11,00;6,00;6,00;1,00;9,00;13,00;3,00;10,00;1,00;10,00;1,00;6,00;0,00;11,00;10,00;18,00;1,00;4,00;6,00;3,00;0,00;1,00;0,00
2020-02-23;94,00;9,00;10,00;8,00;10,00;5,00;5,00;12,00;1,00;10,00;12,00;7,00;11,00;0,00;8,00;0,00;2,00;0,00;15,00;10,00;10,00;1,00;0,00;5,00;1,00;2,00;0,00;0,00
2020-03-01;77,00;15,00;12,00;10,00;14,00;8,00;0,00;5,00;6,00;6,00;10,00;4,00;12,00;0,00;18,00;1,00;6,00;2,00;14,00;13,00;10,00;0,00;4,00;4,00;0,00;0,00;2,00;0,00
2020-03-08;62,00;19,00;13,00;10,00;17,00;4,00;4,00;4,00;0,00;12,00;16,00;2,00;7,00;0,00;13,00;1,00;6,00;2,00;8,00;8,00;4,00;0,00;4,00;4,00;1,00;0,00;1,00;1,00
2020-03-15;23,00;6,00;10,00;8,00;1,00;1,00;0,00;2,00;1,00;11,00;23,00;1,00;7,00;0,00;5,00;1,00;2,00;5,00;10,00;13,00;8,00;4,00;0,00;1,00;1,00;0,00;2,00;0,00
2020-03-22;50,00;12,00;5,00;5,00;6,00;1,00;2,00;5,00;2,00;7,00;16,00;7,00;7,00;0,00;5,00;1,00;2,00;1,00;8,00;3,00;2,00;3,00;0,00;3,00;0,00;0,00;1,00;0,00
2020-03-29;41,00;7,00;9,00;2,00;10,00;2,00;2,00;2,00;2,00;3,00;13,00;1,00;1,00;0,00;7,00;0,00;3,00;1,00;5,00;6,00;5,00;2,00;0,00;5,00;0,00;1,00;0,00;0,00
2020-04-05;56,00;7,00;12,00;3,00;13,00;8,00;1,00;7,00;3,00;6,00;6,00;7,00;3,00;0,00;2,00;1,00;0,00;1,00;2,00;2,00;3,00;0,00;0,00;2,00;3,00;0,00;1,00;2,00
2020-04-12;39,00;7,00;12,00;6,00;7,00;3,00;10,00;7,00;4,00;3,00;8,00;3,00;7,00;0,00;3,00;0,00;1,00;0,00;7,00;3,00;4,00;2,00;0,00;1,00;3,00;0,00;0,00;0,00
2020-04-19;46,00;16,00;17,00;4,00;10,00;4,00;1,00;10,00;2,00;3,00;10,00;1,00;6,00;1,00;5,00;3,00;0,00;0,00;1,00;7,00;4,00;1,00;3,00;0,00;2,00;0,00;1,00;1,00
2020-04-26;24,00;15,00;13,00;2,00;13,00;4,00;2,00;1,00;1,00;7,00;11,00;1,00;8,00;1,00;4,00;0,00;1,00;0,00;6,00;2,00;3,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-05-03;26,00;9,00;15,00;7,00;9,00;4,00;1,00;2,00;0,00;2,00;7,00;3,00;4,00;0,00;3,00;1,00;2,00;1,00;7,00;2,00;6,00;3,00;3,00;2,00;0,00;0,00;0,00;0,00
2020-05-10;47,00;13,00;11,00;5,00;10,00;3,00;2,00;3,00;2,00;9,00;9,00;3,00;8,00;0,00;7,00;2,00;1,00;1,00;7,00;10,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00
2020-05-17;38,00;9,00;7,00;6,00;8,00;0,00;1,00;5,00;2,00;13,00;9,00;2,00;10,00;0,00;7,00;1,00;0,00;1,00;6,00;7,00;7,00;2,00;5,00;3,00;0,00;0,00;0,00;0,00
2020-05-24;40,00;7,00;22,00;6,00;11,00;5,00;1,00;4,00;0,00;6,00;8,00;1,00;6,00;1,00;4,00;1,00;0,00;1,00;5,00;8,00;4,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00
2020-05-31;40,00;8,00;15,00;3,00;3,00;2,00;5,00;7,00;2,00;3,00;6,00;5,00;5,00;0,00;1,00;0,00;1,00;2,00;7,00;5,00;5,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00
2020-06-07;44,00;12,00;22,00;6,00;8,00;7,00;4,00;2,00;4,00;12,00;5,00;5,00;8,00;0,00;7,00;4,00;4,00;2,00;4,00;5,00;7,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-06-14;45,00;6,00;13,00;8,00;18,00;11,00;4,00;1,00;1,00;6,00;8,00;0,00;11,00;1,00;4,00;0,00;13,00;4,00;10,00;8,00;1,00;0,00;1,00;4,00;2,00;0,00;1,00;0,00
2020-06-21;58,00;14,00;19,00;7,00;17,00;5,00;1,00;0,00;0,00;6,00;7,00;1,00;9,00;0,00;4,00;1,00;9,00;1,00;9,00;5,00;10,00;2,00;0,00;5,00;0,00;0,00;2,00;0,00
2020-06-28;43,00;10,00;13,00;6,00;11,00;5,00;1,00;1,00;3,00;5,00;8,00;3,00;10,00;1,00;6,00;1,00;1,00;4,00;5,00;15,00;6,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00
2020-07-05;33,00;11,00;13,00;5,00;11,00;4,00;3,00;4,00;3,00;13,00;9,00;4,00;13,00;0,00;6,00;1,00;4,00;0,00;6,00;5,00;1,00;3,00;6,00;9,00;0,00;0,00;1,00;1,00
2020-07-12;63,00;11,00;25,00;6,00;15,00;6,00;3,00;4,00;3,00;8,00;9,00;5,00;6,00;0,00;6,00;0,00;3,00;4,00;11,00;6,00;9,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00
2020-07-19;52,00;17,00;23,00;3,00;10,00;5,00;5,00;3,00;6,00;10,00;9,00;5,00;3,00;0,00;6,00;0,00;3,00;1,00;10,00;5,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00
2020-07-26;50,00;21,00;14,00;3,00;22,00;6,00;4,00;1,00;1,00;3,00;21,00;6,00;12,00;0,00;10,00;0,00;9,00;3,00;10,00;9,00;9,00;3,00;1,00;6,00;5,00;0,00;0,00;1,00
2020-08-02;56,00;19,00;25,00;6,00;19,00;10,00;3,00;5,00;1,00;6,00;14,00;3,00;13,00;0,00;6,00;3,00;3,00;3,00;8,00;9,00;5,00;3,00;1,00;8,00;4,00;0,00;0,00;0,00
2020-08-09;48,00;15,00;8,00;5,00;15,00;5,00;1,00;8,00;3,00;9,00;19,00;8,00;10,00;0,00;11,00;4,00;5,00;1,00;11,00;3,00;4,00;1,00;2,00;5,00;1,00;0,00;0,00;0,00
