Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-05-23;49,00;251,13;12,25;6,13;18,38;17,00;28,00;12,00;15,00;3,00;3,00;6,00;10,00;3,00;9,00;2,00;45,00;7,80;2,23;61,25;2,23;69,32;1,20;1,20;1,20;40,00;9,00;30,00;1,00;32,27;28,68;27,49;9,56;7,00;9,00;9,00
2021-05-30;48,00;264,00;12,00;6,00;18,00;15,00;32,00;11,00;14,00;2,00;3,00;6,00;9,00;4,00;9,00;2,00;49,00;6,70;3,35;65,86;3,35;75,60;1,20;1,20;0,60;40,00;11,00;34,00;1,00;31,61;29,27;25,76;8,20;6,00;8,00;10,00
2021-06-06;56,00;304,89;12,44;6,22;18,67;18,00;35,00;10,00;19,00;3,00;4,00;7,00;10,00;6,00;10,00;2,00;55,00;7,84;3,36;71,68;4,48;84,60;2,38;1,19;1,19;41,00;10,00;31,00;1,00;35,74;33,36;29,79;8,34;6,00;9,00;9,00
2021-06-13;56,00;317,33;12,44;6,22;24,89;14,00;35,00;12,00;19,00;3,00;4,00;7,00;10,00;22,00;10,00;2,00;53,00;7,84;3,36;73,92;4,48;94,13;3,57;1,19;1,19;45,00;11,00;35,00;1,00;35,74;35,74;33,36;10,72;7,00;9,00;10,00
2021-06-20;55,00;317,78;12,22;6,11;18,33;18,00;35,00;13,00;22,00;4,00;4,00;9,00;10,00;34,00;12,00;2,00;58,00;7,70;3,30;73,70;3,30;90,87;2,39;1,20;1,20;45,00;10,00;38,00;1,00;33,94;37,45;33,94;11,70;8,00;9,00;9,00
2021-06-27;61,00;323,30;12,20;6,10;24,40;20,00;33,00;11,00;19,00;4,00;4,00;9,00;11,00;11,00;11,00;2,00;59,00;8,87;4,44;75,42;3,33;89,71;2,39;1,20;1,20;46,00;10,00;37,00;1,00;34,02;37,54;32,85;10,56;8,00;11,00;10,00
2021-07-04;74,00;351,50;12,33;6,17;24,67;20,00;54,00;11,00;14,00;4,00;4,00;9,00;12,00;6,00;12,00;2,00;69,00;8,84;5,52;90,57;4,42;94,29;2,39;1,19;1,19;64,00;13,00;37,00;1,00;48,94;51,32;48,94;14,32;9,00;14,00;18,00
2021-07-11;73,00;328,50;12,17;6,08;18,25;21,00;34,00;11,00;13,00;4,00;4,00;10,00;11,00;4,00;14,00;2,00;57,00;7,86;5,62;80,86;4,49;98,13;2,39;1,20;1,20;54,00;13,00;41,00;1,00;41,89;50,26;35,90;16,75;10,00;12,00;13,00
2021-07-18;75,00;337,50;12,50;6,25;18,75;20,00;34,00;10,00;16,00;5,00;5,00;10,00;11,00;7,00;13,00;3,00;49,00;8,82;5,51;76,10;4,41;95,24;2,38;1,19;1,19;54,00;11,00;38,00;2,00;40,48;46,43;32,14;14,29;12,00;11,00;12,00
2021-07-25;83,00;351,15;12,77;12,77;25,54;21,00;35,00;14,00;18,00;5,00;6,00;11,00;12,00;6,00;17,00;3,00;53,00;7,85;6,73;79,64;4,49;108,26;1,20;1,20;1,20;59,00;15,00;37,00;1,00;40,31;52,17;34,39;16,60;12,00;10,00;13,00
2021-08-01;86,00;350,14;18,43;12,29;30,71;23,00;40,00;12,00;21,00;7,00;6,00;12,00;13,00;7,00;17,00;2,00;56,00;12,29;4,47;78,18;5,58;117,06;2,39;1,19;1,19;56,00;15,00;36,00;1,00;44,19;60,92;35,83;17,92;14,00;11,00;13,00
2021-08-08;94,00;488,80;18,80;12,53;31,33;29,00;35,00;13,00;24,00;7,00;5,00;11,00;10,00;6,00;26,00;3,00;59,00;8,85;5,53;82,94;5,53;118,99;2,38;1,19;1,19;63,00;15,00;38,00;1,00;49,97;59,49;40,46;17,85;16,00;11,00;14,00
2021-08-15;79,00;352,46;18,23;6,08;30,38;22,00;33,00;14,00;22,00;7,00;5,00;9,00;12,00;6,00;17,00;3,00;58,00;8,90;5,56;79,00;5,56;110,12;2,39;2,39;1,20;56,00;14,00;37,00;1,00;44,29;56,26;37,11;15,56;15,00;12,00;13,00
2021-08-22;77,00;340,08;19,25;6,42;25,67;21,00;39,00;14,00;20,00;7,00;5,00;9,00;13,00;7,00;14,00;2,00;59,00;7,70;6,60;78,10;4,40;97,14;1,18;1,18;1,18;47,00;12,00;36,00;1,00;37,91;41,46;31,98;13,03;10,00;10,00;11,00
2021-08-29;59,00;327,78;19,67;6,56;19,67;22,00;42,00;14,00;18,00;6,00;6,00;10,00;11,00;7,00;13,00;3,00;59,00;7,79;6,68;74,58;3,34;79,06;2,36;1,18;1,18;45,00;12,00;31,00;1,00;36,58;38,94;30,68;10,62;8,00;9,00;9,00
2021-09-05;57,00;342,00;25,33;6,33;19,00;23,00;39,00;14,00;20,00;8,00;6,00;10,00;12,00;6,00;16,00;3,00;55,00;6,58;6,58;80,02;4,38;68,88;2,38;1,19;1,19;47,00;12,00;36,00;1,00;39,19;30,88;30,88;9,50;7,00;10,00;9,00
2021-09-12;58,00;354,44;25,78;12,89;19,33;25,00;39,00;14,00;20,00;8,00;6,00;9,00;13,00;7,00;16,00;2,00;56,00;6,69;6,69;104,85;3,35;71,02;2,37;1,18;2,37;45,00;11,00;36,00;1,00;37,88;35,51;30,78;10,65;7,00;9,00;10,00
2021-09-19;57,00;361,00;25,33;12,67;19,00;23,00;43,00;16,00;20,00;8,00;5,00;11,00;13,00;8,00;17,00;4,00;69,00;6,71;7,82;79,35;3,35;77,19;2,38;1,19;2,38;48,00;11,00;32,00;1,00;35,63;34,44;32,06;9,50;8,00;9,00;7,00
2021-09-26;51,00;350,63;25,50;12,75;19,13;26,00;43,00;17,00;19,00;8,00;6,00;10,00;14,00;8,00;14,00;5,00;61,00;6,65;7,76;76,50;3,33;64,36;2,43;2,43;1,21;45,00;11,00;28,00;2,00;39,14;35,58;28,47;8,30;7,00;9,00;8,00
2021-10-03;53,00;341,56;29,44;11,78;17,67;25,00;36,00;16,00;22,00;9,00;7,00;11,00;14,00;8,00;14,00;5,00;61,00;5,52;6,63;79,50;4,42;74,68;2,41;2,41;2,41;45,00;12,00;30,00;2,00;37,69;28,27;29,44;8,24;6,00;10,00;8,00
2021-10-10;50,00;381,25;31,25;12,50;18,75;25,00;38,00;15,00;20,00;10,00;7,00;11,00;14,00;9,00;16,00;4,00;64,00;6,67;8,89;78,89;4,44;66,67;2,38;1,19;2,38;44,00;11,00;32,00;1,00;36,90;28,57;30,95;8,33;7,00;8,00;7,00
2021-10-17;47,00;436,43;33,57;13,43;26,86;26,00;58,00;18,00;21,00;15,00;8,00;12,00;15,00;10,00;16,00;5,00;64,00;5,60;7,83;74,98;5,60;69,90;2,41;2,41;1,21;48,00;13,00;32,00;2,00;37,36;30,13;31,33;7,23;6,00;8,00;8,00
2021-10-24;51,00;439,88;31,88;19,13;25,50;26,00;47,00;18,00;23,00;11,00;7,00;13,00;15,00;12,00;16,00;5,00;66,00;5,54;8,87;88,70;5,54;102,00;2,37;2,37;2,37;47,00;13,00;33,00;2,00;35,58;33,21;36,77;9,49;7,00;11,00;7,00
2021-10-31;46,00;414,00;32,86;13,14;26,29;26,00;57,00;14,00;21,00;13,00;7,00;12,00;15,00;12,00;18,00;5,00;61,00;4,49;7,85;77,41;4,49;71,42;2,42;2,42;2,42;52,00;11,00;31,00;1,00;31,85;28,31;33,03;8,26;7,00;11,00;8,00
2021-11-07;44,00;364,57;31,43;12,57;18,86;23,00;32,00;15,00;19,00;11,00;6,00;9,00;15,00;11,00;13,00;5,00;64,00;5,50;8,80;83,60;4,40;61,84;2,38;2,38;2,38;44,00;11,00;30,00;1,00;33,30;27,35;27,35;7,14;5,00;11,00;7,00
2021-11-14;40,00;360,00;33,33;6,67;20,00;19,00;31,00;14,00;16,00;9,00;6,00;8,00;13,00;12,00;12,00;4,00;62,00;2,22;8,89;67,78;3,33;50,59;1,18;1,18;1,18;36,00;12,00;27,00;1,00;30,59;27,06;27,06;5,88;5,00;7,00;6,00
2021-11-21;40,00;333,33;26,67;6,67;13,33;16,00;43,00;13,00;14,00;9,00;4,00;8,00;12,00;10,00;10,00;2,00;62,00;3,33;5,56;62,22;2,22;49,41;1,18;1,18;1,18;36,00;11,00;29,00;1,00;27,06;23,53;23,53;5,88;5,00;7,00;6,00
2021-11-28;38,00;297,67;19,00;6,33;12,67;16,00;28,00;12,00;12,00;8,00;3,00;7,00;10,00;9,00;8,00;2,00;74,00;3,35;6,71;61,47;3,35;45,13;1,19;1,19;1,19;42,00;11,00;29,00;1,00;23,75;21,38;19,00;5,94;5,00;8,00;5,00
2021-12-05;47,00;270,25;17,63;5,88;11,75;15,00;27,00;12,00;12,00;7,00;4,00;7,00;12,00;7,00;9,00;3,00;73,00;2,24;5,60;72,74;3,36;47,00;1,21;1,21;1,21;41,00;11,00;28,00;0,50;26,51;24,10;20,49;6,03;4,00;8,00;6,00
2021-12-12;41,00;298,71;17,57;5,86;11,71;16,00;28,00;14,00;12,00;8,00;4,00;13,00;13,00;10,00;11,00;4,00;64,00;3,32;5,54;62,05;2,22;69,11;1,17;1,17;1,17;32,00;11,00;28,00;1,00;28,11;19,91;23,43;4,69;5,00;8,00;6,00
2021-12-19;38,00;323,00;12,67;6,33;19,00;18,00;28,00;14,00;15,00;9,00;4,00;13,00;14,00;12,00;11,00;4,00;57,00;3,35;4,47;65,94;3,35;51,06;1,19;1,19;1,19;36,00;13,00;28,00;1,00;27,31;21,38;23,75;7,13;7,00;9,00;6,00
2021-12-26;47,00;346,63;11,75;5,88;17,63;20,00;30,00;16,00;16,00;12,00;6,00;10,00;13,00;11,00;14,00;5,00;51,00;3,36;6,71;69,38;3,36;54,05;2,35;1,18;1,18;36,00;13,00;27,00;1,00;30,55;25,85;27,03;8,23;8,00;9,00;7,00
2022-01-02;43,00;288,71;12,29;6,14;12,29;17,00;29,00;15,00;15,00;8,00;4,00;9,00;11,00;9,00;11,00;3,00;50,00;4,41;5,51;60,64;4,41;51,36;1,19;1,19;1,19;33,00;10,00;30,00;1,00;26,28;26,28;25,08;7,17;8,00;7,00;6,00
2022-01-09;39,00;286,00;19,50;6,50;13,00;20,00;28,00;15,00;16,00;7,00;4,00;8,00;12,00;10,00;12,00;3,00;44,00;4,46;6,69;60,17;3,34;49,97;1,22;2,44;1,22;35,00;10,00;25,00;1,00;29,55;21,27;24,82;5,91;5,00;7,00;6,00
2022-01-16;46,00;302,29;26,29;6,57;19,71;21,00;29,00;15,00;18,00;7,00;5,00;8,00;12,00;9,00;15,00;3,00;49,00;4,49;7,85;65,07;3,37;50,84;1,21;1,21;1,21;35,00;12,00;25,00;2,00;30,67;27,13;28,31;7,08;6,00;7,00;6,00
2022-01-23;46,00;341,71;26,29;6,57;19,71;26,00;33,00;17,00;23,00;10,00;6,00;12,00;16,00;12,00;15,00;4,00;55,00;4,49;7,85;67,32;4,49;61,74;2,42;1,21;1,21;46,00;14,00;28,00;1,00;30,67;23,59;29,49;7,08;6,00;7,00;6,00
2022-01-30;49,00;330,75;24,50;12,25;18,38;27,00;34,00;17,00;31,00;8,00;5,00;11,00;15,00;11,00;18,00;3,00;47,00;5,57;7,80;69,05;4,45;62,15;2,39;2,39;1,20;40,00;13,00;28,00;1,00;34,66;27,49;33,46;9,56;5,00;7,00;8,00
2022-02-06;53,00;371,00;29,44;11,78;23,56;31,00;44,00;19,00;31,00;11,00;6,00;12,00;17,00;11,00;22,00;4,00;49,00;6,63;8,83;79,50;4,42;68,31;2,36;2,36;1,18;47,00;14,00;28,00;1,00;36,51;30,62;53,00;9,42;7,00;9,00;9,00
2022-02-13;51,00;420,75;31,88;12,75;25,50;34,00;39,00;26,00;30,00;11,00;6,00;12,00;17,00;12,00;21,00;3,00;49,00;6,65;8,87;86,48;5,54;69,98;2,37;1,19;1,19;49,00;16,00;31,00;2,00;36,77;30,84;42,70;10,67;6,00;10,00;8,00
2022-02-20;65,00;429,00;32,50;13,00;26,00;31,00;33,00;21,00;31,00;11,00;6,00;14,00;16,00;12,00;20,00;4,00;58,00;7,84;8,97;80,69;4,48;77,04;2,41;1,20;1,20;45,00;13,00;30,00;1,00;38,52;34,91;40,93;8,43;7,00;8,00;8,00
2022-02-27;57,00;392,67;31,67;12,67;25,33;26,00;35,00;17,00;29,00;8,00;6,00;13,00;15,00;11,00;16,00;3,00;52,00;6,71;8,94;73,76;4,47;68,88;2,38;1,19;1,19;46,00;14,00;29,00;1,00;38,00;29,69;33,25;8,31;7,00;7,00;7,00
