Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-03-08;39,00;153,00;114,00;102,00;300,00;79,77;118,77;85,09;60,27;42,00;82,00;59,00;25,00;65,00;14,00;37,00;37,00;14,00;14,00;20,00;31,00;25,00;17,00;20,00;3,00;17,00;23,00;8,00;34,00;8,00;14,00;6,00;6,00;3,00;6,00;8,00;6,00;8,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-03-15;8,00;26,67;29,33;24,00;77,33;19,20;35,20;12,80;14,40;28,00;8,00;8,00;8,00;23,00;3,00;19,00;20,00;3,00;0,00;6,00;6,00;6,00;8,00;11,00;0,00;0,00;8,00;8,00;8,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;11,00;3,67;11,00;66,00;3,67;9,17;11,00;3,67;3,00;0,00;8,00;5,00;0,00;3,00;18,00;11,00;3,00;3,00;3,00;3,00;0,00;3,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;13,00;3,25;19,50;9,75;6,50;5,57;1,86;7,43;16,71;0,00;5,00;0,00;8,00;0,00;0,00;6,00;3,00;8,00;0,00;5,00;3,00;0,00;5,00;3,00;0,00;0,00;5,00;3,00;0,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;9,00;3,00;12,00;12,00;12,00;3,60;10,80;3,60;9,00;6,75;10,13;3,38;15,75;3,00;0,00;3,00;6,00;0,00;0,00;9,00;3,00;0,00;6,00;0,00;0,00;3,00;0,00;6,00;3,00;3,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;27,00;9,00;9,00;3,00;12,00;3,60;5,40;3,60;0,00;3,00;8,00;8,00;3,00;0,00;5,00;3,00;0,00;3,00;0,00;8,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;3,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;3,00;0,00;9,00;9,00;6,00;9,00;0,00;12,00;0,00;0,00;3,00;5,00;11,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;5,00;5,00;5,00;0,00;7,50;6,67;0,00;6,67;0,00;3,00;3,00;0,00;18,00;5,00;5,00;3,00;3,00;0,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-05-03;8,00;0,00;2,67;8,00;10,67;6,00;2,00;2,00;6,00;3,00;0,00;0,00;5,00;8,00;3,00;6,00;3,00;5,00;0,00;11,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;13,00;6,50;6,50;6,50;3,25;0,00;1,86;1,86;11,14;3,00;0,00;5,00;10,00;0,00;5,00;6,00;0,00;5,00;5,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;27,00;6,00;3,00;9,00;9,00;9,00;3,60;9,00;0,00;0,00;3,00;3,00;5,00;3,00;5,00;6,00;11,00;0,00;5,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;14,00;3,50;10,50;3,50;10,50;8,00;6,00;14,00;6,00;5,38;5,38;8,62;15,08;8,00;11,00;6,00;5,00;5,00;0,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-05-31;23,00;6,57;13,14;3,29;6,57;1,77;7,08;17,69;12,38;0,00;8,00;3,00;13,00;3,00;3,00;0,00;3,00;8,00;5,00;13,00;8,00;0,00;3,00;3,00;0,00;3,00;8,00;8,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;8,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-06-07;28,00;9,33;9,33;6,22;6,22;14,93;11,20;11,20;0,00;8,00;3,00;3,00;13,00;8,00;13,00;19,00;5,00;5,00;3,00;18,00;13,00;3,00;5,00;3,00;0,00;13,00;10,00;3,00;3,00;3,00;3,00;3,00;3,00;5,00;3,00;5,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-06-14;39,00;0,00;22,75;19,50;16,25;24,14;1,86;20,43;1,86;3,00;3,00;13,00;23,00;3,00;18,00;17,00;13,00;8,00;5,00;28,00;5,00;5,00;3,00;0,00;0,00;8,00;10,00;8,00;5,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;3,00;8,00;0,00;0,00;0,00;0,00
2020-06-21;47,00;0,00;15,67;15,67;18,80;10,85;10,85;30,73;3,62;6,00;3,00;11,00;14,00;14,00;14,00;3,00;14,00;11,00;3,00;28,00;14,00;0,00;3,00;0,00;0,00;3,00;22,00;6,00;3,00;0,00;3,00;0,00;3,00;6,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;84,00;6,22;28,00;21,78;12,44;34,70;16,43;18,26;18,26;8,00;0,00;8,00;33,00;8,00;22,00;12,00;30,00;33,00;14,00;19,00;5,00;0,00;8,00;5,00;0,00;11,00;16,00;3,00;0,00;3,00;8,00;0,00;3,00;3,00;5,00;3,00;3,00;0,00;0,00;11,00;0,00;0,00;0,00;3,00
2020-07-05;100,00;12,50;18,75;12,50;6,25;25,45;25,45;20,00;3,64;0,00;9,00;11,00;17,00;9,00;17,00;13,00;17,00;11,00;0,00;26,00;9,00;0,00;0,00;20,00;0,00;0,00;14,00;9,00;3,00;6,00;9,00;3,00;6,00;3,00;6,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-07-12;90,00;9,64;28,93;19,29;9,64;9,00;5,40;36,00;14,40;9,00;9,00;9,00;18,00;6,00;30,00;13,00;21,00;27,00;9,00;45,00;9,00;0,00;0,00;0,00;0,00;6,00;21,00;9,00;9,00;6,00;3,00;9,00;3,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;73,00;9,52;31,74;12,70;0,00;20,08;16,43;32,85;3,65;3,00;3,00;13,00;19,00;6,00;35,00;10,00;13,00;26,00;6,00;35,00;13,00;0,00;6,00;13,00;0,00;3,00;32,00;16,00;3,00;3,00;3,00;6,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;6,00;6,00;0,00;0,00;0,00
2020-07-26;91,00;25,10;18,83;25,10;6,28;12,74;5,46;30,94;18,20;3,00;9,00;9,00;18,00;9,00;30,00;13,00;18,00;9,00;0,00;15,00;3,00;0,00;6,00;9,00;0,00;0,00;15,00;3,00;0,00;3,00;6,00;3,00;9,00;0,00;3,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-08-02;67,00;3,19;25,52;22,33;19,14;19,92;9,05;18,11;9,05;12,00;6,00;6,00;21,00;9,00;21,00;26,00;24,00;32,00;9,00;23,00;12,00;3,00;12,00;15,00;0,00;15,00;18,00;6,00;3,00;6,00;9,00;9,00;3,00;9,00;0,00;9,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-08-09;61,00;16,05;16,05;12,84;25,68;26,91;21,53;8,97;10,76;11,00;0,00;11,00;25,00;11,00;22,00;14,00;17,00;11,00;11,00;19,00;11,00;0,00;6,00;6,00;0,00;3,00;8,00;3,00;3,00;3,00;11,00;3,00;0,00;3,00;0,00;6,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-08-16;62,00;12,40;27,90;18,60;12,40;34,65;20,06;20,06;9,12;8,00;11,00;0,00;17,00;0,00;17,00;6,00;14,00;11,00;3,00;14,00;3,00;3,00;6,00;3,00;0,00;3,00;14,00;3,00;3,00;6,00;14,00;6,00;3,00;0,00;0,00;8,00;3,00;3,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;68,00;12,95;12,95;12,95;9,71;34,92;14,70;16,54;9,19;0,00;14,21;6,09;22,33;3,00;6,00;17,00;23,00;14,00;14,00;6,00;0,00;0,00;3,00;6,00;0,00;11,00;8,00;0,00;6,00;3,00;6,00;0,00;6,00;6,00;3,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;60,00;37,89;22,11;25,26;15,79;23,64;10,91;30,91;5,45;6,00;6,00;9,00;11,00;3,00;11,00;9,00;14,00;11,00;11,00;11,00;6,00;0,00;3,00;9,00;0,00;6,00;6,00;11,00;9,00;6,00;9,00;0,00;3,00;9,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;40,00;9,23;15,38;6,15;15,38;14,55;18,18;23,64;14,55;14,00;12,00;6,00;14,00;3,00;12,00;6,00;17,00;17,00;17,00;3,00;3,00;0,00;9,00;6,00;0,00;6,00;0,00;3,00;3,00;3,00;0,00;0,00;6,00;3,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;38,00;12,67;3,17;9,50;19,00;18,10;14,48;14,48;3,62;9,00;3,00;3,00;17,00;6,00;12,00;9,00;3,00;6,00;6,00;9,00;6,00;6,00;16,00;6,00;0,00;0,00;3,00;6,00;49,00;0,00;12,00;0,00;0,00;3,00;0,00;0,00;3,00;9,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-09-20;20,00;26,67;13,33;13,33;13,33;21,82;9,09;20,00;10,91;6,00;3,00;9,00;20,00;11,00;0,00;6,00;20,00;20,00;11,00;6,00;8,00;6,00;6,00;0,00;6,00;3,00;6,00;6,00;0,00;3,00;0,00;0,00;6,00;3,00;3,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-09-27;25,00;28,13;6,25;21,88;25,00;21,43;21,43;3,57;17,86;17,00;8,00;6,00;6,00;0,00;8,00;14,00;6,00;8,00;3,00;8,00;3,00;3,00;3,00;11,00;0,00;6,00;6,00;11,00;8,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-10-04;29,00;22,56;22,56;3,22;16,11;23,56;18,13;19,94;3,63;9,00;12,00;6,00;6,00;6,00;3,00;20,00;15,00;9,00;3,00;6,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-10-11;12,00;39,00;33,00;6,00;6,00;25,71;8,57;13,71;3,43;6,00;12,00;6,00;9,00;3,00;6,00;9,00;3,00;9,00;9,00;0,00;9,00;0,00;10,00;0,00;0,00;9,00;9,00;9,00;6,00;6,00;9,00;3,00;3,00;6,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-10-18;3,00;21,00;21,00;18,00;0,00;19,50;4,50;12,00;3,00;9,00;12,00;6,00;15,00;3,00;9,00;6,00;6,00;3,00;9,00;0,00;6,00;0,00;0,00;12,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-10-25;11,00;11,00;11,00;13,75;0,00;20,17;3,67;9,17;12,83;9,00;3,00;9,00;6,00;3,00;9,00;14,00;11,00;9,00;3,00;6,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;6,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;8,00;10,67;8,00;5,33;5,33;4,80;8,00;8,00;17,60;5,00;8,00;3,00;16,00;0,00;5,00;11,00;5,00;11,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;3,00;5,00;0,00;0,00;3,00;8,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;17,00;17,00;23,80;13,60;3,40;8,50;8,50;8,50;8,50;11,00;0,00;9,00;14,00;0,00;9,00;17,00;11,00;3,00;3,00;6,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;3,00;3,00;3,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;11,00;11,00;30,25;5,50;11,00;5,50;20,17;14,67;9,17;6,00;11,00;6,00;14,00;3,00;11,00;17,00;6,00;8,00;3,00;11,00;3,00;6,00;12,00;3,00;0,00;0,00;8,00;3,00;8,00;6,00;0,00;3,00;3,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;25,00;18,75;12,50;9,38;12,50;26,79;25,00;16,07;23,21;8,00;0,00;3,00;36,00;0,00;6,00;22,00;8,00;6,00;8,00;20,00;11,00;3,00;3,00;6,00;0,00;6,00;3,00;0,00;3,00;6,00;8,00;3,00;6,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2020-11-29;11,00;30,25;11,00;5,50;24,75;20,17;14,67;14,67;5,50;3,00;17,00;18,00;40,00;6,00;11,00;32,00;6,00;6,00;6,00;3,00;6,00;0,00;9,00;3,00;0,00;6,00;6,00;6,00;14,00;0,00;6,00;6,00;3,00;0,00;6,00;3,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00
2020-12-06;26,00;16,25;16,25;13,00;9,75;24,14;11,14;3,71;13,00;0,00;0,00;3,00;52,00;0,00;3,00;52,00;9,00;3,00;3,00;32,00;6,00;0,00;9,00;3,00;0,00;3,00;6,00;3,00;3,00;3,00;6,00;3,00;9,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;18,00;15,00;21,00;12,00;9,00;14,40;10,80;9,00;5,40;6,00;0,00;3,00;35,00;3,00;6,00;35,00;0,00;6,00;3,00;15,00;3,00;3,00;6,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;28,00;9,33;6,22;12,44;9,33;17,50;12,25;8,75;22,75;9,00;6,00;20,00;60,00;10,00;3,00;63,00;3,00;6,00;10,00;16,00;13,00;0,00;7,00;0,00;0,00;6,00;6,00;3,00;6,00;0,00;13,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;31,00;15,50;24,80;3,10;12,40;21,88;9,12;21,88;21,88;12,00;6,00;6,00;22,00;3,00;15,00;62,00;6,00;6,00;9,00;6,00;9,00;0,00;7,00;12,00;0,00;9,00;6,00;0,00;22,00;3,00;3,00;3,00;3,00;9,00;3,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;14,00;19,60;11,20;8,40;5,60;8,75;22,75;14,00;8,75;11,00;11,00;9,00;23,00;9,00;14,00;34,00;11,00;6,00;9,00;23,00;3,00;3,00;3,00;9,00;0,00;0,00;3,00;6,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-01-10;37,00;15,42;6,17;12,33;15,42;10,57;5,29;8,81;8,81;3,00;11,00;12,00;46,00;9,00;9,00;52,00;3,00;14,00;3,00;9,00;23,00;0,00;12,00;0,00;0,00;0,00;3,00;3,00;3,00;3,00;9,00;6,00;0,00;0,00;0,00;6,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-01-17;28,00;3,11;24,89;9,33;12,44;15,75;8,75;8,75;5,25;23,00;3,00;3,00;17,00;20,00;6,00;51,00;8,00;11,00;11,00;31,00;3,00;8,00;6,00;3,00;0,00;0,00;8,00;6,00;6,00;6,00;0,00;8,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;26,00;19,50;19,50;0,00;13,00;31,57;5,57;3,71;9,29;3,00;9,00;12,00;14,00;3,00;9,00;17,00;6,00;6,00;3,00;12,00;12,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;6,00;3,00;3,00;3,00;0,00;3,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-01-31;17,00;6,80;13,60;0,00;10,20;22,10;10,20;5,10;3,40;6,00;3,00;12,00;14,00;6,00;17,00;26,00;12,00;3,00;0,00;29,00;12,00;6,00;0,00;3,00;0,00;3,00;3,00;3,00;9,00;3,00;3,00;0,00;3,00;3,00;0,00;6,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;34,00;12,36;9,27;15,45;9,27;14,32;8,95;14,32;0,00;6,00;3,00;0,00;20,00;6,00;11,00;26,00;3,00;9,00;11,00;14,00;9,00;0,00;12,00;0,00;6,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;6,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-02-14;23,00;23,00;16,43;19,71;3,29;14,15;10,62;3,54;0,00;3,00;6,00;0,00;18,00;3,00;6,00;21,00;0,00;9,00;12,00;18,00;12,00;3,00;0,00;12,00;3,00;3,00;3,00;6,00;6,00;0,00;3,00;9,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;18,00;15,00;12,00;3,00;15,00;18,00;5,40;5,40;3,60;6,00;9,00;9,00;15,00;0,00;3,00;36,00;3,00;3,00;3,00;6,00;3,00;3,00;0,00;6,00;0,00;0,00;9,00;0,00;6,00;0,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;15,00;15,00;15,00;9,00;9,00;20,63;13,13;15,00;5,63;0,00;6,00;0,00;12,00;9,00;6,00;39,00;15,00;9,00;6,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-03-07;14,00;11,20;14,00;0,00;8,40;14,00;3,50;5,25;8,75;6,00;0,00;6,00;14,00;9,00;3,00;34,00;14,00;0,00;3,00;9,00;3,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-03-14;14,00;7,00;7,00;10,50;0,00;5,25;5,25;3,50;3,50;5,00;3,00;0,00;14,00;0,00;3,00;25,00;0,00;8,00;0,00;5,00;11,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;9,00;6,00;9,00;3,00;3,00;10,80;5,40;9,00;9,00;0,00;3,00;3,00;9,00;6,00;6,00;23,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;6,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;9,00;6,00;12,00;0,00;6,00;5,40;5,40;0,00;3,60;0,00;0,00;6,00;6,00;0,00;3,00;19,00;3,00;3,00;6,00;0,00;6,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;23,00;3,29;6,57;0,00;3,29;10,62;3,54;3,54;3,54;6,00;9,00;6,00;23,00;3,00;12,00;6,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;9,00;3,00;0,00;3,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-04-11;9,00;3,00;12,00;3,00;18,00;3,60;0,00;5,40;3,60;3,00;3,00;0,00;9,00;0,00;12,00;21,00;3,00;0,00;0,00;6,00;3,00;3,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;21,00;3,00;3,00;0,00;6,00;8,75;3,50;3,50;3,50;3,00;6,00;0,00;12,00;0,00;6,00;6,00;15,00;15,00;3,00;12,00;6,00;0,00;0,00;3,00;0,00;9,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2021-04-25;23,00;6,57;9,86;0,00;3,29;5,31;8,85;0,00;0,00;6,00;3,00;3,00;3,00;0,00;15,00;18,00;12,00;0,00;3,00;9,00;6,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;23,00;13,14;9,86;9,86;13,14;19,46;0,00;5,31;3,54;11,00;0,00;0,00;11,00;3,00;6,00;3,00;6,00;9,00;9,00;14,00;6,00;0,00;3,00;0,00;0,00;3,00;11,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-05-09;41,00;0,00;3,15;0,00;6,31;12,48;14,26;12,48;5,35;9,00;3,00;0,00;12,00;3,00;3,00;3,00;6,00;6,00;3,00;3,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;34,00;3,09;15,45;12,36;6,18;10,74;3,58;3,58;5,37;3,00;8,00;3,00;37,00;0,00;14,00;11,00;6,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;3,00;6,00;6,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-05-23;48,00;9,60;9,60;3,20;3,20;5,54;3,69;14,77;5,54;15,00;6,00;6,00;33,00;6,00;9,00;3,00;12,00;6,00;6,00;3,00;3,00;0,00;3,00;6,00;0,00;3,00;3,00;0,00;0,00;6,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00
2021-05-30;21,00;9,00;3,00;6,00;15,00;5,73;9,55;15,27;0,00;9,00;12,00;3,00;6,00;9,00;9,00;3,00;3,00;12,00;3,00;9,00;6,00;0,00;0,00;3,00;0,00;3,00;15,00;0,00;3,00;3,00;0,00;0,00;6,00;0,00;9,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2021-06-06;21,00;3,00;6,00;6,00;9,00;12,25;0,00;14,00;3,50;0,00;3,00;9,00;12,00;3,00;9,00;3,00;9,00;12,00;3,00;9,00;33,00;0,00;0,00;0,00;0,00;3,00;18,00;3,00;3,00;3,00;3,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;34,00;3,09;15,45;0,00;6,18;19,68;5,37;14,32;0,00;6,00;3,00;9,00;14,00;6,00;9,00;9,00;3,00;3,00;3,00;14,00;6,00;3,00;0,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;3,00;3,00;3,00;0,00;6,00;3,00;0,00;0,00;0,00
2021-06-20;61,00;0,00;9,63;19,26;6,42;23,32;8,97;14,35;8,97;6,00;3,00;18,00;20,00;3,00;18,00;15,00;9,00;6,00;3,00;20,00;6,00;0,00;3,00;3,00;0,00;3,00;12,00;0,00;6,00;6,00;0,00;0,00;3,00;6,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-06-27;42,00;3,23;6,46;19,38;9,69;21,91;14,61;18,26;0,00;6,00;6,00;6,00;9,00;0,00;27,00;12,00;15,00;12,00;15,00;30,00;15,00;3,00;0,00;9,00;0,00;9,00;12,00;0,00;9,00;0,00;6,00;0,00;3,00;0,00;0,00;12,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;65,00;6,19;21,67;9,29;12,38;65,00;18,06;21,67;3,61;12,00;12,00;13,00;22,00;0,00;25,00;9,00;19,00;12,00;9,00;25,00;9,00;0,00;7,00;9,00;0,00;9,00;6,00;3,00;3,00;3,00;9,00;0,00;0,00;0,00;12,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;52,00;6,12;27,53;21,41;15,29;25,10;3,59;8,97;12,55;13,00;7,00;7,00;29,00;3,00;13,00;7,00;13,00;20,00;0,00;20,00;3,00;3,00;0,00;0,00;0,00;3,00;33,00;0,00;13,00;0,00;0,00;10,00;7,00;10,00;0,00;7,00;0,00;0,00;3,00;26,00;7,00;0,00;0,00;0,00
2021-07-18;49,00;6,53;35,93;19,60;0,00;10,89;27,22;41,74;10,89;15,00;0,00;16,00;19,00;15,00;15,00;15,00;19,00;23,00;0,00;26,00;11,00;0,00;0,00;11,00;0,00;11,00;15,00;8,00;4,00;0,00;8,00;4,00;0,00;4,00;11,00;4,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2021-07-25;49,00;0,00;24,50;18,38;18,38;27,22;0,00;16,33;7,26;7,00;0,00;24,00;20,00;3,00;36,00;17,00;10,00;10,00;10,00;36,00;10,00;7,00;0,00;10,00;0,00;10,00;13,00;10,00;0,00;0,00;7,00;7,00;0,00;7,00;7,00;7,00;0,00;0,00;3,00;7,00;3,00;0,00;0,00;0,00
2021-08-01;56,00;3,11;6,22;0,00;9,33;7,23;12,65;32,52;3,61;0,00;7,00;17,00;20,00;10,00;23,00;33,00;10,00;23,00;7,00;40,00;23,00;0,00;7,00;17,00;3,00;7,00;13,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;7,00;3,00;3,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
