Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-03-08;62,00;19,00;13,00;10,00;36,00;17,00;4,00;63,00;4,00;4,04;0,00;29,65;90,30;2,00;12,00;20,00;5,00;16,12;2,48;39,68;7,44;0,00;13,00;6,00;0,00;1,00;6,00;2,00;8,00;8,00;4,00;13,00;0,00;11,00;26,00;4,00;4,00;6,00;6,00;4,00;1,00;0,00;1,00;1,00
2020-03-15;23,00;6,00;10,00;8,00;35,00;1,00;1,00;54,00;0,00;2,71;1,35;23,00;56,82;12,00;11,00;13,00;10,00;23,00;1,28;38,33;7,67;0,00;5,00;2,00;2,00;1,00;2,00;5,00;10,00;13,00;8,00;6,00;4,00;7,00;24,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00
2020-03-22;50,00;12,00;5,00;5,00;43,00;6,00;1,00;41,00;2,00;4,05;2,70;13,51;50,00;2,00;7,00;15,00;14,00;16,25;7,50;28,75;7,50;0,00;5,00;3,00;1,00;1,00;2,00;1,00;8,00;3,00;2,00;10,00;3,00;9,00;14,00;0,00;3,00;2,00;1,00;3,00;0,00;0,00;1,00;0,00
2020-03-29;41,00;7,00;9,00;2,00;22,00;10,00;2,00;30,00;2,00;2,73;2,73;12,30;47,83;2,00;3,00;10,00;6,00;12,42;1,24;22,36;1,24;0,00;7,00;3,00;0,00;0,00;3,00;1,00;5,00;6,00;5,00;1,00;2,00;7,00;16,00;0,00;1,00;1,00;0,00;5,00;0,00;1,00;0,00;0,00
2020-04-05;56,00;7,00;12,00;3,00;15,00;13,00;8,00;35,00;1,00;6,83;4,10;16,39;51,90;2,00;6,00;8,00;12,00;6,22;7,47;28,62;3,73;0,00;2,00;2,00;0,00;1,00;0,00;1,00;2,00;2,00;3,00;8,00;0,00;5,00;28,00;0,00;1,00;5,00;5,00;2,00;3,00;0,00;1,00;2,00
2020-04-12;39,00;7,00;12,00;6,00;20,00;7,00;3,00;45,00;10,00;6,96;4,18;15,32;58,50;7,00;3,00;8,00;8,00;7,55;3,77;33,97;6,29;0,00;3,00;4,00;0,00;0,00;1,00;0,00;7,00;3,00;4,00;10,00;2,00;8,00;11,00;0,00;2,00;1,00;2,00;1,00;3,00;0,00;0,00;0,00
2020-04-19;46,00;16,00;17,00;4,00;26,00;10,00;4,00;31,00;1,00;9,47;2,71;13,53;51,41;3,00;3,00;10,00;4,00;9,95;1,24;18,65;6,22;1,00;5,00;2,00;0,00;3,00;0,00;0,00;1,00;7,00;4,00;8,00;1,00;6,00;12,00;3,00;1,00;3,00;2,00;0,00;2,00;0,00;1,00;1,00
2020-04-26;24,00;15,00;13,00;2,00;10,00;13,00;4,00;21,00;2,00;1,33;1,33;4,00;29,33;9,00;7,00;11,00;10,00;10,80;1,20;21,60;7,20;1,00;4,00;3,00;0,00;0,00;1,00;0,00;6,00;2,00;3,00;7,00;1,00;6,00;9,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-05-03;26,00;9,00;15,00;7,00;11,00;9,00;4,00;38,00;1,00;2,74;0,00;15,05;41,05;9,00;2,00;15,00;4,00;6,19;3,71;22,29;4,95;0,00;3,00;7,00;0,00;1,00;2,00;1,00;7,00;2,00;6,00;6,00;3,00;4,00;17,00;3,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-05-10;47,00;13,00;11,00;5,00;30,00;10,00;3,00;29,00;2,00;4,15;2,76;20,74;51,15;10,00;9,00;8,00;9,00;8,66;3,71;27,21;7,42;0,00;7,00;6,00;0,00;2,00;1,00;1,00;7,00;10,00;2,00;8,00;0,00;7,00;7,00;0,00;1,00;7,00;2,00;2,00;2,00;0,00;0,00;0,00
2020-05-17;38,00;9,00;7,00;6,00;22,00;8,00;0,00;29,00;1,00;4,07;2,71;21,71;43,43;8,00;13,00;15,00;10,00;8,87;2,53;34,20;10,13;0,00;7,00;2,00;0,00;1,00;0,00;1,00;6,00;7,00;7,00;6,00;2,00;8,00;17,00;5,00;0,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00
2020-05-24;40,00;7,00;22,00;6,00;17,00;11,00;5,00;28,00;1,00;4,14;0,00;16,55;37,24;8,00;6,00;8,00;6,00;8,75;1,25;36,25;6,25;1,00;4,00;5,00;0,00;1,00;0,00;1,00;5,00;8,00;4,00;8,00;0,00;7,00;8,00;2,00;1,00;6,00;0,00;1,00;1,00;0,00;1,00;0,00
2020-05-31;40,00;8,00;15,00;3,00;10,00;3,00;2,00;40,00;5,00;6,90;2,76;26,21;48,28;7,00;3,00;12,00;7,00;6,25;5,00;30,00;5,00;0,00;1,00;3,00;0,00;0,00;1,00;2,00;7,00;5,00;5,00;9,00;1,00;7,00;6,00;1,00;2,00;2,00;2,00;3,00;0,00;0,00;0,00;0,00
2020-06-07;44,00;12,00;22,00;6,00;22,00;8,00;7,00;31,00;4,00;2,67;4,00;13,33;64,00;12,00;12,00;15,00;11,00;4,89;4,89;34,22;8,56;0,00;7,00;5,00;1,00;4,00;4,00;2,00;4,00;5,00;7,00;8,00;2,00;2,00;16,00;1,00;0,00;5,00;6,00;2,00;0,00;0,00;0,00;0,00
2020-06-14;45,00;6,00;13,00;8,00;10,00;18,00;11,00;41,00;4,00;1,36;1,36;23,18;69,55;13,00;6,00;10,00;11,00;8,75;0,00;41,25;11,25;1,00;4,00;6,00;1,00;0,00;13,00;4,00;10,00;8,00;1,00;6,00;0,00;7,00;13,00;1,00;0,00;2,00;4,00;4,00;2,00;0,00;1,00;0,00
2020-06-21;58,00;14,00;19,00;7,00;26,00;17,00;5,00;36,00;1,00;0,00;0,00;20,23;41,81;12,00;6,00;12,00;7,00;7,40;1,23;35,79;8,64;0,00;4,00;6,00;4,00;1,00;9,00;1,00;9,00;5,00;10,00;2,00;2,00;12,00;22,00;0,00;4,00;5,00;2,00;5,00;0,00;0,00;2,00;0,00
2020-06-28;43,00;10,00;13,00;6,00;28,00;11,00;5,00;40,00;1,00;1,34;2,69;21,50;44,34;18,00;5,00;9,00;11,00;7,37;2,46;33,17;9,83;1,00;6,00;6,00;1,00;1,00;1,00;4,00;5,00;15,00;6,00;13,00;1,00;13,00;10,00;1,00;0,00;9,00;1,00;3,00;1,00;0,00;0,00;0,00
2020-07-05;33,00;11,00;13,00;5,00;20,00;11,00;4,00;42,00;3,00;4,13;2,75;13,75;66,00;18,00;13,00;13,00;16,00;8,88;3,81;22,85;12,69;0,00;6,00;1,00;0,00;1,00;4,00;0,00;6,00;5,00;1,00;10,00;3,00;5,00;25,00;6,00;1,00;4,00;4,00;9,00;0,00;0,00;1,00;1,00
2020-07-12;63,00;11,00;25,00;6,00;34,00;15,00;6,00;33,00;3,00;4,11;2,74;20,54;58,89;11,00;8,00;15,00;14,00;8,65;4,94;35,82;6,18;0,00;6,00;6,00;0,00;0,00;3,00;4,00;11,00;6,00;9,00;4,00;0,00;14,00;18,00;1,00;5,00;6,00;1,00;1,00;1,00;0,00;1,00;0,00
2020-07-19;52,00;17,00;23,00;3,00;23,00;10,00;5,00;41,00;5,00;2,74;6,84;24,63;69,79;17,00;10,00;15,00;17,00;8,67;4,95;37,14;2,48;0,00;6,00;9,00;0,00;0,00;3,00;1,00;10,00;5,00;3,00;8,00;0,00;11,00;27,00;0,00;3,00;9,00;5,00;1,00;0,00;0,00;1,00;0,00
2020-07-26;50,00;21,00;14,00;3,00;47,00;22,00;6,00;53,00;4,00;1,35;1,35;28,38;70,27;17,00;3,00;13,00;13,00;21,25;6,25;38,75;11,25;0,00;10,00;8,00;0,00;0,00;9,00;3,00;10,00;9,00;9,00;17,00;3,00;15,00;27,00;1,00;4,00;6,00;5,00;6,00;5,00;0,00;0,00;1,00
2020-08-02;56,00;19,00;25,00;6,00;30,00;19,00;10,00;57,00;3,00;5,46;1,37;20,49;83,32;18,00;6,00;13,00;13,00;13,69;2,49;37,33;12,44;0,00;6,00;1,00;0,00;3,00;3,00;3,00;8,00;9,00;5,00;14,00;3,00;15,00;15,00;1,00;0,00;5,00;1,00;8,00;4,00;0,00;0,00;0,00
2020-08-09;48,00;15,00;7,00;5,00;21,00;15,00;5,00;50,00;1,00;8,23;2,74;21,94;71,31;16,00;9,00;14,00;8,00;18,95;7,58;37,89;10,11;0,00;11,00;7,00;0,00;4,00;5,00;1,00;11,00;2,00;4,00;11,00;1,00;18,00;17,00;2,00;4,00;6,00;1,00;5,00;1,00;0,00;0,00;0,00
2020-08-16;63,00;14,00;6,00;2,00;13,00;18,00;4,00;44,00;6,00;2,74;0,00;17,80;57,52;7,00;4,00;14,00;15,00;10,08;1,26;31,50;6,30;0,00;14,00;2,00;1,00;1,00;9,00;1,00;14,00;1,00;6,00;5,00;0,00;5,00;14,00;1,00;1,00;2,00;1,00;4,00;2,00;2,00;0,00;0,00
2020-08-23;49,00;15,00;8,00;4,00;30,00;8,00;4,00;42,00;0,00;2,72;1,36;20,42;66,69;10,00;4,00;8,00;11,00;13,48;1,23;29,40;7,35;0,00;7,00;7,00;0,00;4,00;1,00;1,00;13,00;8,00;5,00;7,00;1,00;6,00;13,00;2,00;0,00;4,00;2,00;5,00;1,00;0,00;0,00;0,00
2020-08-30;41,00;18,00;21,00;6,00;32,00;11,00;5,00;36,00;2,00;5,47;4,10;21,87;61,50;14,00;7,00;9,00;8,00;11,18;0,00;29,82;13,67;0,00;5,00;2,00;1,00;2,00;4,00;0,00;11,00;5,00;7,00;8,00;1,00;5,00;15,00;1,00;5,00;5,00;2,00;1,00;1,00;0,00;0,00;0,00
2020-09-06;50,00;23,00;14,00;11,00;29,00;7,00;5,00;30,00;2,00;1,35;0,00;21,62;47,30;13,00;8,00;5,00;11,00;12,20;1,22;34,15;12,20;1,00;8,00;1,00;0,00;1,00;0,00;1,00;11,00;1,00;5,00;10,00;0,00;5,00;18,00;1,00;2,00;8,00;2,00;6,00;4,00;0,00;1,00;0,00
2020-09-13;42,00;10,00;12,00;6,00;20,00;9,00;5,00;40,00;4,00;5,42;4,06;25,74;54,19;11,00;2,00;8,00;8,00;13,59;4,94;23,47;3,71;0,00;4,00;5,00;1,00;4,00;4,00;0,00;15,00;9,00;6,00;8,00;2,00;6,00;15,00;1,00;0,00;8,00;2,00;2,00;1,00;0,00;0,00;0,00
2020-09-20;53,00;10,00;10,00;2,00;31,00;8,00;7,00;35,00;5,00;0,00;2,72;31,26;57,08;11,00;7,00;7,00;11,00;7,57;1,26;36,60;8,83;0,00;6,00;7,00;0,00;1,00;5,00;1,00;5,00;4,00;6,00;7,00;0,00;8,00;7,00;4,00;0,00;4,00;2,00;6,00;0,00;0,00;0,00;1,00
2020-09-27;39,00;18,00;12,00;2,00;25,00;9,00;5,00;36,00;0,00;4,18;4,18;20,89;61,29;11,00;4,00;14,00;10,00;8,81;1,26;28,94;7,55;1,00;9,00;7,00;1,00;2,00;1,00;0,00;2,00;6,00;7,00;9,00;2,00;11,00;16,00;2,00;1,00;4,00;0,00;5,00;2,00;0,00;0,00;1,00
2020-10-04;39,00;32,00;14,00;4,00;25,00;7,00;9,00;53,00;7,00;5,38;1,34;14,79;67,24;9,00;8,00;16,00;9,00;17,06;2,44;39,00;6,09;0,00;10,00;7,00;0,00;3,00;4,00;4,00;4,00;8,00;9,00;7,00;3,00;7,00;16,00;0,00;5,00;5,00;1,00;5,00;1,00;0,00;0,00;1,00
2020-10-11;44,00;16,00;24,00;3,00;27,00;15,00;6,00;53,00;7,00;5,50;0,00;19,25;68,75;13,00;10,00;7,00;13,00;8,80;2,51;25,14;1,26;0,00;3,00;3,00;0,00;7,00;3,00;4,00;6,00;4,00;6,00;15,00;0,00;4,00;14,00;1,00;1,00;7,00;4,00;3,00;0,00;0,00;0,00;0,00
2020-10-18;61,00;12,00;28,00;6,00;35,00;12,00;4,00;49,00;6,00;9,49;1,36;24,40;50,16;9,00;10,00;14,00;13,00;18,67;1,24;36,10;3,73;0,00;9,00;9,00;0,00;4,00;1,00;4,00;14,00;7,00;7,00;4,00;3,00;7,00;13,00;0,00;6,00;12,00;4,00;3,00;0,00;0,00;1,00;0,00
2020-10-25;36,00;10,00;16,00;6,00;33,00;9,00;3,00;40,00;3,00;2,77;1,38;22,15;66,46;17,00;13,00;14,00;14,00;17,38;1,24;36,00;2,48;0,00;6,00;10,00;0,00;0,00;3,00;1,00;7,00;4,00;10,00;4,00;0,00;1,00;11,00;0,00;1,00;7,00;0,00;3,00;0,00;0,00;0,00;1,00
2020-11-01;42,00;14,00;19,00;5,00;19,00;9,00;5,00;34,00;1,00;8,40;4,20;18,20;49,00;9,00;2,00;9,00;8,00;3,82;1,27;20,36;3,82;0,00;6,00;2,00;0,00;1,00;1,00;0,00;12,00;6,00;0,00;7,00;0,00;4,00;15,00;1,00;1,00;1,00;2,00;4,00;1,00;0,00;0,00;0,00
2020-11-08;44,00;18,00;12,00;4,00;19,00;11,00;5,00;28,00;3,00;6,88;0,00;23,38;48,13;9,00;5,00;12,00;14,00;14,67;1,22;14,67;14,67;1,00;5,00;5,00;1,00;7,00;1,00;1,00;7,00;4,00;7,00;9,00;0,00;15,00;19,00;4,00;1,00;4,00;7,00;3,00;0,00;0,00;3,00;1,00
2020-11-15;61,00;12,00;16,00;4,00;18,00;13,00;3,00;46,00;4,00;2,71;1,36;23,04;43,38;10,00;7,00;10,00;17,00;3,73;2,49;39,84;7,47;1,00;13,00;4,00;0,00;0,00;0,00;0,00;4,00;10,00;11,00;3,00;1,00;11,00;11,00;0,00;1,00;1,00;4,00;4,00;4,00;0,00;0,00;0,00
2020-11-22;48,00;10,00;20,00;3,00;21,00;9,00;1,00;61,00;4,00;1,37;0,00;15,09;67,20;6,00;7,00;13,00;10,00;11,08;0,00;35,69;11,08;1,00;3,00;4,00;0,00;1,00;6,00;0,00;3,00;11,00;7,00;13,00;3,00;6,00;13,00;0,00;1,00;6,00;6,00;3,00;3,00;0,00;0,00;0,00
2020-11-29;66,00;8,00;15,00;7,00;15,00;9,00;7,00;34,00;1,00;4,13;0,00;19,25;53,63;9,00;8,00;16,00;12,00;6,23;2,49;33,62;14,94;3,00;11,00;3,00;1,00;0,00;4,00;3,00;9,00;12,00;8,00;7,00;0,00;4,00;16,00;0,00;1,00;9,00;0,00;3,00;1,00;0,00;0,00;0,00
2020-12-06;53,00;14,00;22,00;4,00;30,00;7,00;5,00;47,00;0,00;1,36;1,36;9,51;58,44;15,00;8,00;5,00;8,00;12,62;3,79;37,86;1,26;4,00;4,00;4,00;1,00;1,00;3,00;1,00;7,00;15,00;9,00;1,00;1,00;7,00;15,00;0,00;0,00;3,00;1,00;5,00;0,00;0,00;0,00;1,00
2020-12-13;46,00;8,00;14,00;1,00;28,00;12,00;4,00;36,00;3,00;5,41;2,71;18,94;51,41;14,00;4,00;8,00;11,00;8,70;0,00;38,54;4,97;0,00;6,00;4,00;3,00;1,00;0,00;4,00;3,00;12,00;7,00;4,00;0,00;6,00;12,00;3,00;0,00;1,00;4,00;7,00;1,00;0,00;0,00;0,00
2020-12-20;51,00;15,00;6,00;7,00;30,00;15,00;1,00;57,00;0,00;5,51;4,14;20,68;48,24;10,00;9,00;19,00;15,00;12,44;2,49;46,02;13,68;0,00;13,00;7,00;0,00;3,00;3,00;3,00;9,00;15,00;7,00;7,00;1,00;9,00;10,00;1,00;1,00;6,00;10,00;4,00;3,00;0,00;0,00;1,00
2020-12-27;58,00;9,00;7,00;4,00;21,00;6,00;6,00;39,00;3,00;2,76;4,14;5,52;56,62;4,00;11,00;30,00;6,00;8,64;1,23;38,26;7,40;1,00;7,00;1,00;0,00;1,00;4,00;0,00;10,00;11,00;6,00;0,00;1,00;6,00;20,00;1,00;0,00;3,00;6,00;1,00;0,00;0,00;0,00;0,00
2021-01-03;69,00;5,00;20,00;9,00;15,00;12,00;4,00;47,00;3,00;1,38;0,00;16,56;59,34;12,00;7,00;20,00;9,00;8,78;1,25;43,91;12,55;0,00;8,00;4,00;0,00;0,00;1,00;1,00;17,00;9,00;4,00;11,00;0,00;3,00;18,00;0,00;1,00;4,00;5,00;3,00;3,00;0,00;0,00;1,00
2021-01-10;64,00;16,00;13,00;4,00;19,00;4,00;3,00;54,00;4,00;4,09;1,36;17,70;43,57;15,00;8,00;12,00;16,00;15,06;2,51;42,67;6,27;1,00;5,00;1,00;0,00;3,00;3,00;1,00;12,00;13,00;11,00;5,00;0,00;7,00;15,00;0,00;0,00;3,00;5,00;1,00;0,00;0,00;0,00;0,00
2021-01-17;44,00;10,00;21,00;5,00;13,00;13,00;3,00;43,00;0,00;4,00;4,00;9,33;61,33;12,00;7,00;16,00;11,00;7,33;1,22;50,11;3,67;1,00;9,00;4,00;1,00;5,00;3,00;3,00;4,00;7,00;8,00;11,00;0,00;4,00;17,00;0,00;1,00;8,00;4,00;0,00;1,00;0,00;1,00;1,00
2021-01-24;43,00;16,00;17,00;4,00;20,00;24,00;7,00;42,00;4,00;1,34;1,34;22,84;53,75;9,00;3,00;15,00;10,00;6,14;3,69;41,77;6,14;0,00;7,00;7,00;1,00;3,00;3,00;4,00;11,00;12,00;5,00;8,00;3,00;5,00;17,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00
2021-01-31;34,00;15,00;23,00;10,00;19,00;12,00;10,00;41,00;3,00;5,44;5,44;25,84;51,68;11,00;5,00;14,00;12,00;3,64;1,21;42,50;6,07;0,00;7,00;5,00;0,00;3,00;0,00;0,00;8,00;10,00;4,00;12,00;1,00;7,00;19,00;1,00;1,00;5,00;3,00;0,00;1,00;0,00;3,00;0,00
2021-02-07;55,00;10,00;11,00;4,00;12,00;8,00;7,00;48,00;4,00;4,13;6,88;23,38;48,13;14,00;7,00;15,00;10,00;6,25;1,25;32,50;10,00;1,00;3,00;4,00;0,00;3,00;4,00;1,00;7,00;10,00;11,00;18,00;0,00;12,00;19,00;0,00;0,00;7,00;8,00;1,00;0,00;0,00;0,00;1,00
2021-02-14;61,00;4,00;14,00;7,00;17,00;8,00;7,00;48,00;6,00;5,42;1,36;18,98;47,44;10,00;12,00;10,00;7,00;11,20;3,73;32,37;3,73;0,00;8,00;6,00;0,00;3,00;1,00;0,00;7,00;3,00;1,00;12,00;1,00;13,00;8,00;1,00;0,00;8,00;6,00;1,00;1,00;0,00;0,00;0,00
2021-02-21;36,00;8,00;16,00;7,00;11,00;12,00;7,00;43,00;1,00;1,38;2,77;11,08;47,08;15,00;7,00;14,00;14,00;7,45;3,72;39,72;14,90;0,00;4,00;5,00;0,00;1,00;1,00;0,00;4,00;4,00;7,00;15,00;0,00;6,00;18,00;1,00;3,00;5,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-02-28;36,00;8,00;15,00;6,00;18,00;8,00;6,00;50,00;4,00;1,38;2,77;18,00;54,00;8,00;1,00;11,00;11,00;4,97;0,00;28,55;3,72;0,00;4,00;4,00;0,00;1,00;1,00;1,00;4,00;4,00;6,00;6,00;1,00;12,00;14,00;1,00;0,00;4,00;4,00;8,00;1,00;0,00;0,00;1,00
2021-03-07;64,00;10,00;8,00;4,00;22,00;12,00;5,00;37,00;0,00;2,72;0,00;5,45;68,09;11,00;10,00;23,00;6,00;11,08;3,69;34,46;8,62;3,00;11,00;3,00;0,00;3,00;4,00;1,00;4,00;8,00;8,00;14,00;1,00;4,00;10,00;0,00;1,00;4,00;7,00;1,00;1,00;0,00;0,00;0,00
2021-03-14;40,00;4,00;14,00;10,00;8,00;6,00;8,00;44,00;6,00;8,28;5,52;15,17;35,86;6,00;8,00;6,00;5,00;8,75;1,25;42,50;3,75;1,00;8,00;5,00;0,00;0,00;3,00;0,00;9,00;12,00;6,00;4,00;1,00;6,00;13,00;3,00;0,00;3,00;5,00;8,00;1,00;0,00;0,00;0,00
2021-03-21;61,00;10,00;19,00;8,00;12,00;5,00;11,00;39,00;4,00;5,42;1,36;16,27;50,16;14,00;9,00;15,00;8,00;13,69;4,98;37,35;12,45;0,00;11,00;3,00;0,00;3,00;0,00;5,00;5,00;7,00;4,00;9,00;0,00;8,00;14,00;4,00;3,00;9,00;1,00;5,00;3,00;0,00;3,00;1,00
2021-03-28;56,00;9,00;10,00;10,00;14,00;8,00;6,00;33,00;6,00;2,73;0,00;10,93;65,56;10,00;10,00;13,00;18,00;11,20;3,73;27,38;4,98;0,00;10,00;6,00;0,00;3,00;1,00;3,00;8,00;7,00;13,00;6,00;3,00;14,00;18,00;0,00;1,00;6,00;6,00;1,00;0,00;1,00;0,00;0,00
2021-04-04;50,00;9,00;21,00;8,00;21,00;8,00;3,00;45,00;7,00;6,76;2,70;21,62;47,30;4,00;7,00;7,00;13,00;3,66;3,66;42,68;2,44;3,00;22,00;6,00;0,00;1,00;4,00;3,00;8,00;7,00;29,00;15,00;3,00;10,00;10,00;1,00;4,00;6,00;4,00;4,00;3,00;0,00;1,00;1,00
2021-04-11;60,00;8,00;5,00;8,00;10,00;15,00;5,00;41,00;5,00;2,73;1,36;12,27;45,00;10,00;11,00;16,00;12,00;12,50;2,50;28,75;8,75;0,00;7,00;1,00;1,00;0,00;5,00;1,00;8,00;7,00;10,00;10,00;4,00;5,00;19,00;3,00;1,00;3,00;3,00;12,00;3,00;0,00;3,00;0,00
2021-04-18;43,00;16,00;14,00;6,00;12,00;12,00;6,00;48,00;6,00;8,06;5,38;12,09;51,06;8,00;1,00;15,00;11,00;12,29;7,37;46,69;8,60;0,00;12,00;6,00;1,00;6,00;3,00;4,00;15,00;8,00;11,00;10,00;1,00;10,00;14,00;4,00;3,00;4,00;6,00;7,00;1,00;1,00;0,00;1,00
2021-04-25;41,00;10,00;16,00;5,00;12,00;4,00;4,00;36,00;3,00;6,83;6,83;12,30;58,77;18,00;7,00;10,00;11,00;7,45;2,48;37,27;8,70;1,00;14,00;7,00;1,00;5,00;3,00;4,00;10,00;7,00;12,00;7,00;3,00;6,00;10,00;3,00;1,00;7,00;7,00;7,00;3,00;0,00;0,00;1,00
2021-05-02;48,00;1,00;12,00;8,00;19,00;14,00;11,00;36,00;4,00;5,33;2,67;20,00;64,00;10,00;7,00;12,00;8,00;7,38;3,69;35,69;8,62;0,00;21,00;10,00;1,00;3,00;7,00;1,00;7,00;12,00;11,00;3,00;4,00;7,00;7,00;4,00;1,00;6,00;4,00;4,00;1,00;0,00;0,00;0,00
2021-05-09;67,00;6,00;17,00;4,00;14,00;6,00;7,00;26,00;9,00;2,73;4,10;6,84;68,37;7,00;3,00;14,00;10,00;13,65;1,24;38,46;8,69;0,00;21,00;6,00;0,00;6,00;11,00;4,00;4,00;10,00;20,00;6,00;4,00;9,00;7,00;4,00;0,00;9,00;4,00;4,00;0,00;0,00;0,00;1,00
2021-05-16;62,00;10,00;11,00;7,00;11,00;21,00;7,00;29,00;6,00;1,38;6,89;5,51;59,24;7,00;8,00;17,00;9,00;11,16;2,48;28,52;11,16;0,00;11,00;3,00;0,00;6,00;3,00;0,00;7,00;1,00;6,00;6,00;6,00;8,00;4,00;6,00;6,00;7,00;7,00;7,00;4,00;1,00;1,00;0,00
2021-05-23;68,00;13,00;17,00;10,00;7,00;8,00;13,00;24,00;3,00;5,44;1,36;8,16;46,24;8,00;6,00;17,00;14,00;9,89;6,18;33,38;12,36;0,00;8,00;4,00;1,00;4,00;1,00;1,00;10,00;3,00;7,00;8,00;1,00;7,00;6,00;4,00;0,00;8,00;4,00;11,00;0,00;0,00;1,00;0,00
2021-05-30;49,00;9,00;16,00;7,00;4,00;14,00;3,00;20,00;3,00;2,72;2,72;14,97;51,72;7,00;1,00;11,00;9,00;11,31;3,77;37,69;8,79;0,00;11,00;9,00;0,00;6,00;0,00;1,00;7,00;0,00;9,00;3,00;1,00;11,00;6,00;4,00;1,00;1,00;0,00;1,00;6,00;0,00;0,00;1,00
2021-06-06;58,00;7,00;8,00;10,00;20,00;13,00;11,00;25,00;3,00;2,70;4,05;17,53;55,30;7,00;11,00;11,00;6,00;12,34;6,17;38,26;14,81;0,00;11,00;6,00;1,00;7,00;1,00;0,00;8,00;8,00;7,00;6,00;4,00;10,00;4,00;4,00;3,00;6,00;7,00;11,00;4,00;0,00;1,00;0,00
2021-06-13;63,00;4,00;11,00;3,00;17,00;7,00;4,00;28,00;3,00;5,48;5,48;10,96;69,85;3,00;6,00;10,00;10,00;16,38;1,26;32,76;3,78;1,00;14,00;1,00;0,00;7,00;0,00;7,00;6,00;3,00;9,00;10,00;1,00;11,00;9,00;4,00;1,00;6,00;6,00;6,00;1,00;0,00;0,00;0,00
2021-06-20;51,00;6,00;7,00;10,00;6,00;7,00;1,00;23,00;3,00;4,03;4,03;14,76;51,00;17,00;6,00;3,00;12,00;16,17;1,24;29,85;7,46;0,00;14,00;6,00;3,00;3,00;9,00;4,00;9,00;13,00;7,00;6,00;6,00;11,00;9,00;1,00;3,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-06-27;67,00;16,00;17,00;10,00;18,00;10,00;6,00;14,00;0,00;1,37;2,73;16,41;73,84;8,00;7,00;23,00;4,00;3,72;1,24;43,43;24,81;0,00;20,00;3,00;3,00;1,00;6,00;0,00;7,00;1,00;17,00;13,00;1,00;14,00;11,00;0,00;7,00;7,00;3,00;1,00;0,00;1,00;0,00;0,00
2021-07-04;57,00;10,00;15,00;7,00;13,00;35,00;7,00;26,00;0,00;1,36;2,71;23,07;76,00;7,00;3,00;10,00;9,00;16,11;4,96;40,89;18,59;0,00;10,00;4,00;1,00;9,00;4,00;0,00;7,00;4,00;10,00;3,00;1,00;10,00;6,00;6,00;3,00;4,00;12,00;7,00;0,00;0,00;0,00;1,00
2021-07-11;63,00;9,00;11,00;9,00;13,00;13,00;11,00;23,00;1,00;1,37;1,37;12,33;63,00;10,00;7,00;10,00;13,00;8,82;6,30;46,62;6,30;0,00;16,00;6,00;4,00;7,00;6,00;3,00;6,00;6,00;9,00;10,00;3,00;11,00;4,00;9,00;3,00;3,00;6,00;3,00;0,00;0,00;1,00;0,00
2021-07-18;62,00;9,00;19,00;4,00;9,00;4,00;7,00;28,00;3,00;2,76;2,76;16,53;55,11;7,00;6,00;13,00;10,00;11,16;2,48;40,92;4,96;0,00;22,00;6,00;0,00;6,00;3,00;1,00;10,00;3,00;16,00;6,00;3,00;15,00;0,00;1,00;1,00;4,00;4,00;7,00;3,00;1,00;0,00;0,00
2021-07-25;55,00;10,00;6,00;4,00;3,00;9,00;6,00;28,00;3,00;5,37;2,68;17,44;64,39;7,00;14,00;16,00;9,00;3,67;0,00;47,67;6,11;1,00;6,00;3,00;3,00;4,00;4,00;4,00;7,00;6,00;6,00;16,00;3,00;10,00;7,00;0,00;1,00;3,00;1,00;4,00;4,00;0,00;0,00;0,00
2021-08-01;56,00;10,00;7,00;9,00;7,00;11,00;10,00;20,00;1,00;4,10;1,37;13,66;73,76;9,00;13,00;11,00;10,00;7,47;11,20;48,53;6,22;1,00;10,00;7,00;1,00;13,00;0,00;3,00;11,00;10,00;9,00;7,00;3,00;6,00;6,00;0,00;1,00;6,00;1,00;1,00;0,00;0,00;1,00;0,00
