Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-02-21;56,00;434,00;504,00;154,00;280,00;373,33;18,67;280,00;74,67;150,50;150,50;171,50;234,50;100,80;235,20;89,60;33,60;158,67;186,67;28,00;98,00;28,00;84,00;91,47;87,73;19,09;54,73;31,82;78,91;10,00;8,00;10,00;2,00;19,00;5,00;4,00
2021-02-28;48,00;464,00;560,00;176,00;304,00;304,00;8,00;224,00;80,00;133,71;126,86;140,57;219,43;108,00;276,00;84,00;36,00;158,40;216,00;28,80;96,00;25,85;66,46;75,69;72,00;23,35;50,59;28,54;64,86;13,00;8,00;11,00;5,00;20,00;2,00;4,00
2021-03-07;71,00;511,20;553,80;184,60;312,40;390,50;8,88;284,00;88,75;142,00;162,29;165,67;260,33;121,71;223,14;81,14;30,43;156,20;241,40;37,87;99,40;33,63;89,68;95,29;76,61;29,69;67,13;24,53;72,29;17,00;15,00;13,00;8,00;28,00;3,00;5,00
2021-03-14;61,00;472,75;579,50;167,75;305,00;427,00;20,33;305,00;101,67;145,72;142,33;166,06;254,17;101,67;213,50;81,33;30,50;168,92;267,46;32,85;93,85;31,42;88,73;94,27;75,79;27,96;64,81;26,69;72,44;20,00;14,00;11,00;9,00;20,00;3,00;4,00
2021-03-21;52,00;429,00;533,00;169,00;299,00;398,67;17,33;294,67;104,00;162,93;162,93;183,73;273,87;124,80;249,60;104,00;31,20;189,09;255,27;47,27;104,00;39,00;100,29;91,00;91,00;34,24;68,49;30,44;86,24;21,00;16,00;11,00;9,00;27,00;5,00;8,00
2021-03-28;57,00;541,50;612,75;185,25;299,25;437,00;9,50;342,00;95,00;167,65;187,76;177,71;264,88;125,40;262,20;102,60;34,20;194,75;237,50;42,75;104,50;34,94;95,61;93,77;86,42;27,87;63,33;26,60;91,20;23,00;16,00;15,00;4,00;20,00;6,00;5,00
2021-04-04;71,00;553,80;667,40;227,20;383,40;443,75;8,88;390,50;106,50;165,67;192,71;196,10;300,90;111,57;253,57;111,57;40,57;198,80;260,33;52,07;127,80;42,97;117,71;119,58;100,89;38,73;81,33;37,44;98,11;29,00;21,00;17,00;11,00;21,00;6,00;6,00
2021-04-11;68,00;544,00;639,20;190,40;312,80;374,00;17,00;323,00;102,00;180,20;173,40;176,80;289,00;136,00;272,00;102,00;45,33;223,43;242,86;48,57;140,86;49,11;113,33;113,33;94,44;29,51;71,85;28,23;97,51;24,00;23,00;16,00;13,00;32,00;8,00;6,00
2021-04-18;71,00;539,60;667,40;198,80;369,20;408,25;17,75;355,00;106,50;165,67;196,10;175,81;273,86;121,71;243,43;91,29;40,57;198,80;250,87;56,80;118,33;42,97;119,58;108,37;84,08;40,57;69,73;36,77;93,82;23,00;22,00;21,00;8,00;20,00;7,00;7,00
2021-04-25;62,00;589,00;651,00;201,50;356,50;475,33;20,67;475,33;103,33;155,00;144,67;196,33;265,22;103,33;237,67;82,67;31,00;219,38;238,46;42,92;104,92;36,47;89,35;89,35;87,53;34,16;59,47;32,90;69,59;20,00;18,00;13,00;10,00;27,00;5,00;7,00
2021-05-02;68,00;530,40;598,40;176,80;340,00;425,00;17,00;884,00;102,00;153,00;166,60;190,40;265,20;136,00;260,67;90,67;34,00;238,00;242,86;38,86;116,57;34,00;96,33;94,44;90,67;34,64;76,98;41,06;84,68;24,00;18,00;13,00;9,00;26,00;4,00;6,00
2021-05-09;66,00;541,20;580,80;184,80;303,60;429,00;16,50;429,00;99,00;173,68;170,21;204,95;295,26;132,00;264,00;88,00;44,00;231,00;240,43;42,43;122,57;47,14;105,60;111,26;90,51;46,59;68,59;59,53;88,00;28,00;24,00;16,00;9,00;27,00;5,00;5,00
2021-05-16;81,00;540,00;621,00;175,50;351,00;546,75;20,25;425,25;141,75;158,48;183,13;232,43;285,26;127,29;289,29;92,57;34,71;262,06;238,24;47,65;114,35;41,44;97,95;94,19;113,02;47,57;128,57;36,00;73,29;20,00;20,00;12,00;10,00;38,00;6,00;10,00
2021-05-23;80,00;533,33;586,67;173,33;360,00;540,00;20,00;340,00;120,00;170,43;166,96;212,17;271,30;125,71;262,86;80,00;57,14;258,82;244,71;42,35;117,65;42,79;98,60;89,30;96,74;41,90;62,22;41,90;85,08;32,00;21,00;18,00;9,00;37,00;4,00;8,00
2021-05-30;68,00;544,00;612,00;149,60;312,80;442,00;17,00;289,00;102,00;146,20;142,80;197,20;255,00;113,33;294,67;79,33;34,00;272,00;257,43;38,86;116,57;44,11;82,70;86,38;75,35;41,06;55,17;52,60;71,85;25,00;18,00;12,00;10,00;29,00;6,00;7,00
2021-06-06;77,00;564,67;577,50;166,83;295,17;500,50;19,25;365,75;134,75;147,00;178,50;206,50;266,00;121,00;275,00;66,00;33,00;293,56;240,63;43,31;129,94;31,17;89,83;93,50;89,83;35,34;70,69;46,70;83,31;24,00;22,00;15,00;9,00;30,00;8,00;7,00
2021-06-13;79,00;566,17;526,67;184,33;342,33;553,00;19,75;414,75;138,25;151,13;168,30;226,70;267,91;158,00;293,43;79,00;33,86;286,38;266,63;49,38;138,25;45,93;95,53;86,35;75,33;33,13;105,76;48,42;96,84;24,00;20,00;16,00;12,00;32,00;7,00;6,00
2021-06-20;77,00;590,33;500,50;166,83;333,67;500,50;19,25;385,00;134,75;133,00;168,00;199,50;280,00;132,00;286,00;88,00;55,00;288,75;250,25;48,13;149,19;44,00;100,83;64,17;77,00;36,61;60,59;45,44;79,52;23,00;19,00;11,00;7,00;29,00;6,00;5,00
2021-06-27;76,00;714,40;653,60;197,60;425,60;532,00;19,00;399,00;133,00;162,36;176,18;214,18;304,00;130,29;293,14;97,71;32,57;285,00;261,25;42,75;118,75;44,49;105,66;64,88;88,98;40,53;77,27;41,80;81,07;24,00;23,00;13,00;7,00;36,00;7,00;9,00
2021-07-04;72,00;648,00;633,60;187,20;374,40;558,00;18,00;324,00;126,00;161,14;168,00;219,43;294,86;144,00;267,43;82,29;41,14;302,40;268,80;43,20;148,80;42,46;114,46;77,54;79,38;36,63;66,95;40,42;74,53;19,00;21,00;11,00;12,00;27,00;7,00;9,00
2021-07-11;78,00;663,00;585,00;169,00;377,00;624,00;19,50;409,50;136,50;152,61;176,35;203,48;284,87;200,57;334,29;111,43;33,43;292,50;253,50;48,75;160,88;40,86;105,86;76,14;87,29;40,92;70,33;40,92;101,02;17,00;22,00;16,00;10,00;23,00;6,00;5,00
2021-07-18;83,00;677,83;567,17;193,67;345,83;448,20;16,60;298,80;99,60;138,33;162,54;217,88;273,21;124,50;290,50;83,00;31,13;302,71;268,53;48,82;136,71;38,73;101,44;68,24;84,84;35,75;74,06;40,86;83,00;25,00;13,00;14,00;10,00;39,00;7,00;8,00
2021-07-25;56,00;602,00;602,00;182,00;364,00;466,67;18,67;336,00;112,00;136,50;157,50;178,50;273,00;123,20;291,20;89,60;33,60;275,33;256,67;32,67;126,00;44,80;95,20;70,93;67,20;34,36;85,27;35,64;81,45;25,00;17,00;16,00;8,00;27,00;4,00;8,00
2021-08-01;62,00;635,50;620,00;186,00;341,00;496,00;20,67;351,33;144,67;148,11;151,56;189,44;261,78;165,33;248,00;82,67;31,00;290,92;267,08;42,92;143,08;29,18;98,47;80,24;74,76;32,90;65,80;35,43;69,59;20,00;15,00;16,00;9,00;26,00;4,00;5,00
2021-08-08;71,00;724,20;624,80;170,40;369,20;443,75;17,75;284,00;124,25;145,38;172,43;196,10;280,62;101,43;263,71;101,43;40,57;284,00;246,13;42,60;142,00;41,11;106,50;87,82;99,03;35,50;71,00;29,16;96,36;22,00;22,00;18,00;5,00;21,00;6,00;7,00
2021-08-15;66,00;580,80;554,40;184,80;343,20;412,50;16,50;346,50;115,50;163,26;184,11;229,26;281,37;143,00;297,00;99,00;44,00;259,29;264,00;51,86;127,29;40,33;106,33;80,67;86,17;46,96;76,15;36,81;88,85;25,00;20,00;14,00;10,00;28,00;4,00;10,00
2021-08-22;66,00;567,60;580,80;145,20;303,60;396,00;16,50;313,50;99,00;152,84;145,89;194,53;257,05;121,00;275,00;88,00;22,00;245,14;254,57;47,14;108,43;39,60;111,26;66,00;79,20;33,00;60,92;36,81;86,31;23,00;19,00;19,00;5,00;24,00;5,00;11,00
2021-08-29;65,00;585,00;533,00;169,00;325,00;406,25;16,25;341,25;97,50;160,79;184,74;205,26;277,11;108,33;292,50;97,50;43,33;255,00;265,00;40,00;145,00;46,43;96,57;66,86;78,00;38,24;65,00;30,59;96,86;24,00;20,00;16,00;4,00;28,00;4,00;5,00
2021-09-05;71,00;653,20;667,40;156,20;383,40;479,25;17,75;408,25;106,50;155,52;172,43;219,76;270,48;111,57;284,00;91,29;30,43;250,87;274,53;56,80;137,27;41,11;113,97;76,61;84,08;45,64;77,34;35,50;91,29;25,00;21,00;13,00;8,00;33,00;5,00;8,00
2021-09-12;70,00;714,00;672,00;182,00;406,00;472,50;17,50;402,50;122,50;182,00;189,00;224,00;276,50;128,33;315,00;93,33;35,00;265,00;270,00;55,00;155,00;45,41;111,62;68,11;94,59;42,00;78,91;33,09;94,18;32,00;19,00;21,00;10,00;30,00;4,00;10,00
2021-09-19;62,00;744,00;728,50;201,50;341,00;537,33;20,67;413,33;144,67;155,00;172,22;217,00;299,67;113,67;248,00;93,00;41,33;243,23;248,00;52,46;143,08;45,59;107,59;72,94;83,88;34,16;73,39;43,02;84,78;23,00;17,00;14,00;7,00;24,00;9,00;8,00
2021-09-26;72,00;720,00;676,80;187,20;432,00;522,00;18,00;414,00;126,00;168,00;212,57;209,14;288,00;133,71;277,71;92,57;41,14;220,80;264,00;57,60;148,80;40,62;132,92;81,23;88,62;39,16;73,26;32,84;114,95;30,00;21,00;22,00;7,00;24,00;5,00;9,00
2021-10-03;73,00;744,60;730,00;160,60;365,00;492,75;18,25;365,00;127,75;152,95;173,81;215,52;281,57;146,00;271,14;93,86;41,71;228,73;277,40;43,80;141,13;52,41;123,54;82,36;76,74;42,26;75,56;37,14;90,93;21,00;30,00;10,00;8,00;24,00;7,00;6,00
2021-10-10;77,00;641,67;680,17;179,67;359,33;558,25;19,25;365,75;134,75;154,00;199,50;213,50;315,00;176,00;297,00;110,00;55,00;226,19;283,94;52,94;149,19;44,00;104,50;80,67;88,00;49,23;84,57;40,39;95,93;23,00;23,00;17,00;10,00;26,00;5,00;8,00
2021-10-17;76,00;866,40;820,80;212,80;425,60;532,00;19,00;418,00;114,00;158,91;231,45;231,45;262,55;162,86;293,14;119,43;43,43;232,75;247,00;61,75;152,00;46,34;148,29;83,41;90,83;48,13;67,13;38,00;119,07;30,00;37,00;29,00;11,00;25,00;7,00;8,00
2021-10-24;70,00;756,00;714,00;196,00;392,00;490,00;17,50;402,50;122,50;157,50;203,00;227,50;287,00;130,00;260,00;120,00;50,00;200,67;270,67;56,00;144,67;57,11;136,32;75,53;101,32;39,45;81,45;34,36;122,18;30,00;22,00;18,00;8,00;27,00;8,00;11,00
2021-10-31;70,00;686,00;700,00;168,00;322,00;437,50;17,50;350,00;122,50;175,00;196,00;199,50;276,50;120,00;260,00;110,00;40,00;191,33;252,00;46,67;135,33;47,89;114,21;71,84;88,42;42,00;56,00;31,82;81,45;21,00;25,00;19,00;7,00;21,00;5,00;8,00
2021-11-07;60,00;750,00;780,00;195,00;360,00;520,00;20,00;340,00;140,00;151,76;183,53;201,18;282,35;110,00;270,00;100,00;30,00;189,23;253,85;41,54;129,23;52,50;116,25;73,13;88,13;34,47;58,72;37,02;91,91;17,00;26,00;18,00;10,00;26,00;4,00;5,00
2021-11-14;60,00;720,00;765,00;180,00;345,00;460,00;20,00;360,00;140,00;176,47;176,47;176,47;264,71;120,00;260,00;90,00;50,00;195,00;260,00;35,00;140,00;33,75;123,75;99,38;86,25;40,85;60,00;35,74;84,26;18,00;17,00;16,00;9,00;27,00;7,00;5,00
2021-11-21;48,00;784,00;832,00;208,00;368,00;400,00;16,00;304,00;112,00;144,00;188,57;205,71;288,00;144,00;312,00;132,00;36,00;172,80;259,20;38,40;163,20;38,77;127,38;123,69;96,00;28,54;67,46;35,03;106,38;28,00;16,00;13,00;7,00;23,00;8,00;6,00
2021-11-28;48,00;672,00;720,00;192,00;336,00;336,00;16,00;256,00;80,00;144,00;168,00;150,86;270,86;108,00;252,00;108,00;36,00;172,80;244,80;48,00;139,20;29,54;132,92;79,38;73,85;23,35;58,38;33,73;76,54;21,00;11,00;8,00;4,00;18,00;4,00;4,00
2021-12-05;41,00;546,67;560,33;123,00;259,67;369,00;10,25;369,00;102,50;126,42;136,67;123,00;242,58;102,50;215,25;61,50;30,75;154,89;214,11;27,33;95,67;22,36;85,73;74,55;65,23;23,06;41,00;21,78;62,78;13,00;14,00;10,00;3,00;16,00;3,00;7,00
2021-12-12;56,00;588,00;588,00;154,00;294,00;336,00;18,67;317,33;93,33;147,00;140,00;129,50;252,00;100,80;224,00;78,40;33,60;168,00;238,00;28,00;144,67;37,33;97,07;74,67;67,20;26,73;61,09;22,91;77,64;18,00;10,00;17,00;7,00;19,00;1,00;5,00
2021-12-19;30,00;585,00;540,00;120,00;285,00;255,00;7,50;240,00;75,00;113,33;90,00;156,67;236,67;80,00;180,00;60,00;30,00;145,00;215,00;25,00;115,00;24,38;75,00;46,88;48,75;26,09;40,43;24,78;48,26;13,00;14,00;11,00;4,00;25,00;4,00;1,00
2021-12-26;45,00;705,00;645,00;120,00;330,00;450,00;11,25;382,50;112,50;117,69;107,31;135,00;256,15;101,25;247,50;67,50;22,50;165,00;240,00;30,00;120,00;28,13;90,00;41,25;48,75;27,00;48,86;30,86;61,71;11,00;10,00;4,00;4,00;22,00;3,00;3,00
2022-01-02;54,00;634,50;607,50;108,00;297,00;342,00;9,00;306,00;90,00;104,63;97,88;138,38;222,75;86,40;237,60;64,80;21,60;186,55;235,64;34,36;122,73;29,79;85,66;52,14;61,45;21,86;46,29;30,86;46,29;17,00;9,00;8,00;5,00;21,00;2,00;5,00
2022-01-09;44,00;630,67;601,33;117,33;308,00;418,00;11,00;374,00;110,00;98,15;94,77;125,23;223,38;88,00;220,00;55,00;22,00;234,67;229,78;24,44;117,33;22,00;66,00;33,00;42,17;22,00;29,76;22,00;45,29;12,00;4,00;7,00;3,00;17,00;2,00;6,00
2022-01-16;45,00;660,00;675,00;120,00;300,00;330,00;7,50;240,00;75,00;103,85;76,15;121,15;235,38;78,75;270,00;56,25;22,50;195,00;225,00;30,00;85,00;24,38;84,38;35,63;43,13;21,25;35,00;32,50;40,00;10,00;7,00;7,00;11,00;27,00;3,00;5,00
2022-01-23;42,00;588,00;574,00;112,00;322,00;483,00;10,50;336,00;105,00;112,00;91,00;143,50;294,00;94,50;241,50;52,50;21,00;219,33;247,33;18,67;93,33;23,74;69,39;29,22;36,52;19,09;31,82;26,73;44,55;13,00;9,00;7,00;2,00;13,00;2,00;3,00
2022-01-30;45,00;705,00;690,00;135,00;360,00;345,00;7,50;270,00;90,00;128,08;93,46;145,38;263,08;101,25;258,75;56,25;22,50;225,00;260,00;25,00;120,00;24,38;82,50;45,00;61,88;24,43;30,86;33,43;39,86;9,00;12,00;10,00;8,00;23,00;3,00;4,00
2022-02-06;46,00;720,67;705,33;168,67;398,67;368,00;7,67;291,33;92,00;134,46;102,62;169,85;258,31;103,50;299,00;69,00;23,00;255,56;281,11;30,67;117,56;22,08;88,32;44,16;42,32;26,83;37,06;33,22;52,39;10,00;8,00;8,00;6,00;19,00;3,00;3,00
2022-02-13;52,00;624,00;624,00;143,00;325,00;433,33;8,67;346,67;104,00;124,80;110,93;166,40;256,53;83,20;260,00;72,80;20,80;226,91;283,64;33,09;99,27;26,00;98,43;50,14;44,57;19,02;35,51;30,44;57,07;16,00;13,00;10,00;9,00;19,00;3,00;6,00
2022-02-20;52,00;611,00;650,00;130,00;377,00;450,67;8,67;346,67;121,33;162,93;104,00;187,20;239,20;114,40;280,80;62,40;20,80;217,45;288,36;33,09;104,00;26,00;87,29;40,86;48,29;24,70;36,40;31,20;48,10;10,00;10,00;7,00;7,00;17,00;2,00;5,00
2022-02-27;58,00;710,50;739,50;130,50;420,50;483,33;9,67;386,67;135,33;160,35;119,41;167,18;269,53;139,20;278,40;69,60;34,80;227,17;299,67;38,67;116,00;29,94;86,06;31,81;58,00;25,78;48,98;32,22;52,84;17,00;12,00;12,00;8,00;19,00;4,00;3,00
