Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-08-08;53,00;371,00;79,50;132,50;92,75;110,68;62,35;70,15;71,71;49,39;42,16;56,61;66,25;37,86;90,86;25,24;15,14;33,00;29,00;47,00;19,00;51,00;17,00;17,00;21,00;18,00;7,00;15,00;15,00;12,00;18,00;11,00;9,00;8,00;11,00;6,00
2021-08-15;47,00;344,67;94,00;172,33;125,33;101,83;67,37;59,53;92,43;55,44;34,95;68,69;66,28;37,11;81,63;29,68;22,26;35,00;30,00;25,00;19,00;51,00;10,00;11,00;15,00;29,00;23,00;17,00;13,00;14,00;16,00;9,00;11,00;13,00;4,00;4,00
2021-08-22;52,00;273,00;78,00;117,00;91,00;110,30;69,33;66,18;97,70;48,37;55,63;58,05;61,67;52,00;69,33;32,19;19,81;40,00;35,00;28,00;15,00;37,00;20,00;12,00;14,00;21,00;14,00;20,00;8,00;7,00;12,00;4,00;19,00;4,00;4,00;10,00
2021-08-29;48,00;336,00;96,00;176,00;96,00;105,60;67,20;78,40;96,00;45,60;43,20;56,40;48,00;42,95;60,63;32,84;17,68;38,00;31,00;26,00;21,00;34,00;11,00;13,00;13,00;23,00;10,00;10,00;6,00;13,00;5,00;5,00;11,00;3,00;3,00;5,00
2021-09-05;46,00;368,00;122,67;168,67;122,67;103,10;65,03;66,62;103,10;55,68;53,26;49,63;50,84;51,11;74,11;35,78;23,00;45,00;29,00;26,00;19,00;34,00;12,00;14,00;9,00;22,00;14,00;12,00;10,00;11,00;12,00;5,00;5,00;5,00;3,00;4,00
2021-09-12;31,00;387,50;108,50;139,50;124,00;111,60;63,55;77,50;93,00;56,04;46,50;56,04;60,81;46,50;69,75;31,00;38,75;56,00;32,00;42,00;15,00;33,00;14,00;10,00;8,00;17,00;15,00;15,00;5,00;18,00;9,00;3,00;8,00;11,00;5,00;6,00
2021-09-19;34,00;459,00;136,00;187,00;102,00;106,64;69,55;64,91;86,55;34,00;48,07;49,24;65,66;38,86;51,00;21,86;24,29;41,00;34,00;19,00;27,00;29,00;11,00;11,00;13,00;16,00;9,00;6,00;8,00;7,00;10,00;7,00;6,00;11,00;3,00;2,00
2021-09-26;25,00;325,00;112,50;112,50;87,50;101,56;73,44;65,63;85,94;42,86;48,81;36,90;71,43;35,00;57,50;37,50;22,50;26,00;29,00;14,00;20,00;31,00;16,00;12,00;15,00;13,00;8,00;10,00;6,00;10,00;8,00;3,00;5,00;3,00;2,00;5,00
2021-10-03;43,00;329,67;157,67;143,33;86,00;111,48;68,48;73,26;97,15;57,33;50,17;72,86;77,64;32,88;48,06;40,47;25,29;33,00;40,00;20,00;23,00;27,00;14,00;13,00;17,00;21,00;11,00;14,00;10,00;9,00;5,00;4,00;1,00;6,00;3,00;5,00
2021-10-10;30,00;375,00;135,00;180,00;75,00;93,16;56,84;60,00;78,95;48,00;46,80;40,80;76,80;32,50;47,50;42,50;25,00;30,00;33,00;24,00;21,00;28,00;15,00;17,00;10,00;14,00;11,00;18,00;14,00;8,00;7,00;4,00;4,00;5,00;0,00;2,00
2021-10-17;21,00;546,00;189,00;210,00;126,00;85,62;84,00;79,15;109,85;40,76;66,71;59,29;63,00;47,25;57,75;31,50;42,00;25,00;32,00;17,00;21,00;24,00;14,00;11,00;13,00;7,00;11,00;5,00;4,00;6,00;9,00;2,00;3,00;1,00;3,00;3,00
2021-10-24;26,00;377,00;117,00;182,00;78,00;110,50;69,88;87,75;76,38;42,55;54,36;49,64;104,00;36,40;122,20;36,40;39,00;24,00;24,00;26,00;26,00;60,00;20,00;13,00;8,00;17,00;21,00;19,00;12,00;11,00;4,00;6,00;6,00;4,00;4,00;5,00
2021-10-31;16,00;528,00;144,00;240,00;112,00;112,00;88,00;75,20;91,20;46,77;60,31;62,77;93,54;48,00;104,00;48,00;32,00;26,00;43,00;18,00;22,00;25,00;9,00;8,00;17,00;22,00;17,00;9,00;5,00;6,00;8,00;5,00;4,00;3,00;1,00;1,00
2021-11-07;26,00;364,00;117,00;143,00;52,00;97,88;73,41;71,88;93,29;69,73;54,36;48,45;79,18;26,00;44,20;36,40;20,80;23,00;30,00;19,00;26,00;11,00;14,00;14,00;13,00;12,00;12,00;9,00;8,00;8,00;7,00;8,00;2,00;3,00;3,00;2,00
2021-11-14;16,00;320,00;112,00;96,00;96,00;78,40;65,60;65,60;64,00;45,54;48,00;40,62;62,77;32,00;45,33;24,00;21,33;26,00;30,00;15,00;20,00;31,00;8,00;12,00;13,00;13,00;16,00;10,00;6,00;7,00;6,00;8,00;6,00;10,00;2,00;1,00
2021-11-21;13,00;247,00;78,00;65,00;52,00;58,50;43,88;43,88;60,13;39,00;34,27;27,18;61,45;44,20;26,00;18,20;28,60;16,00;25,00;16,00;14,00;19,00;7,00;12,00;14,00;14,00;11,00;7,00;6,00;3,00;4,00;5,00;1,00;5,00;1,00;3,00
2021-11-28;20,00;360,00;120,00;80,00;100,00;51,67;46,67;53,33;53,33;26,25;28,75;33,75;71,25;25,00;27,50;10,00;27,50;14,00;17,00;19,00;9,00;18,00;6,00;10,00;16,00;10,00;9,00;7,00;8,00;10,00;3,00;7,00;2,00;6,00;3,00;2,00
2021-12-05;9,00;171,00;54,00;54,00;45,00;54,00;55,50;54,00;49,50;39,86;30,86;42,43;55,29;24,75;24,75;9,00;29,25;21,00;28,00;22,00;19,00;20,00;11,00;9,00;13,00;10,00;14,00;6,00;9,00;6,00;4,00;7,00;3,00;5,00;3,00;0,00
2021-12-12;21,00;504,00;126,00;126,00;84,00;64,62;56,54;67,85;43,62;42,00;27,18;32,12;75,35;36,75;26,25;21,00;21,00;21,00;40,00;13,00;16,00;26,00;7,00;9,00;7,00;10,00;11,00;4,00;6,00;3,00;3,00;6,00;4,00;4,00;2,00;2,00
2021-12-19;15,00;375,00;90,00;60,00;60,00;40,50;51,00;61,50;61,50;38,08;46,15;40,38;91,15;45,00;30,00;27,50;22,50;14,00;26,00;19,00;23,00;19,00;12,00;12,00;8,00;13,00;15,00;13,00;7,00;12,00;8,00;6,00;4,00;6,00;6,00;4,00
2021-12-26;35,00;595,00;122,50;87,50;122,50;100,23;85,91;97,05;73,18;44,66;45,86;54,31;103,79;35,00;35,00;30,00;20,00;22,00;29,00;17,00;16,00;22,00;11,00;13,00;4,00;10,00;23,00;13,00;11,00;6,00;2,00;2,00;4,00;1,00;7,00;0,00
2022-01-02;25,00;350,00;75,00;62,50;75,00;65,63;50,00;71,88;75,00;37,50;45,00;55,00;91,25;47,50;40,00;40,00;17,50;31,00;26,00;28,00;19,00;28,00;8,00;6,00;13,00;25,00;18,00;9,00;9,00;8,00;4,00;6,00;7,00;4,00;4,00;2,00
2022-01-09;25,00;237,50;87,50;87,50;75,00;98,44;48,44;92,19;70,31;40,48;33,33;57,14;71,43;47,50;27,50;25,00;20,00;29,00;33,00;25,00;12,00;24,00;10,00;24,00;11,00;14,00;13,00;13,00;14,00;7,00;6,00;3,00;6,00;2,00;1,00;2,00
2022-01-16;25,00;275,00;75,00;62,50;100,00;90,63;60,94;76,56;107,81;43,75;38,75;62,50;91,25;40,00;35,00;37,50;17,50;39,00;30,00;17,00;16,00;26,00;14,00;14,00;14,00;9,00;14,00;13,00;4,00;16,00;6,00;2,00;9,00;3,00;3,00;2,00
2022-01-23;27,00;310,50;94,50;94,50;108,00;95,29;49,24;81,00;114,35;44,18;57,68;58,91;122,73;46,64;56,45;24,55;9,82;32,00;55,00;11,00;15,00;28,00;17,00;6,00;13,00;13,00;14,00;16,00;5,00;2,00;5,00;3,00;11,00;5,00;2,00;3,00
2022-01-30;28,00;378,00;140,00;112,00;112,00;126,00;65,33;73,11;141,56;42,61;45,04;56,00;88,87;48,36;61,09;40,73;28,00;33,00;64,00;19,00;31,00;33,00;12,00;11,00;18,00;21,00;16,00;11,00;9,00;10,00;18,00;7,00;6,00;4,00;1,00;3,00
2022-02-06;37,00;333,00;111,00;111,00;123,33;130,30;64,35;94,91;136,74;57,97;55,50;69,07;103,60;59,20;61,67;27,13;14,80;27,00;45,00;22,00;13,00;27,00;9,00;14,00;18,00;13,00;11,00;17,00;5,00;14,00;9,00;5,00;6,00;9,00;0,00;3,00
2022-02-13;29,00;333,50;159,50;159,50;130,50;120,83;61,22;107,94;122,44;65,25;50,75;73,71;90,63;44,82;60,64;26,36;26,36;34,00;43,00;19,00;19,00;28,00;22,00;13,00;16,00;13,00;20,00;12,00;17,00;7,00;9,00;4,00;11,00;6,00;4,00;1,00
2022-02-20;48,00;400,00;176,00;320,00;128,00;113,60;70,40;96,00;124,80;54,00;50,40;69,60;88,80;42,95;73,26;37,89;15,16;45,00;36,00;33,00;28,00;30,00;20,00;13,00;15,00;19,00;19,00;7,00;9,00;13,00;8,00;3,00;11,00;6,00;3,00;0,00
2022-02-27;29,00;406,00;145,00;203,00;130,50;135,33;90,22;85,39;114,39;47,13;50,75;67,67;105,13;39,55;65,91;26,36;18,45;36,00;39,00;28,00;29,00;36,00;14,00;18,00;11,00;12,00;8,00;10,00;3,00;10,00;11,00;5,00;7,00;1,00;3,00;4,00
