Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-07-04;52,00;4,00;9,00;11,00;0,50;25,00;7,00;0,50;4,00;5,00;3,00;0,50;3,00;0,00;12,00;1,00;0,50;8,00;5,00;1,00;9,00;0,50;3,00;0,00;0,00;5,00;10,00;3,00;4,00;3,00;6,00;0,50;4,00;0,00;0,00;4,00;0,00;0,50;0,50;14,00;4,00;1,00;2,00;0,50
2021-07-11;56,00;5,00;10,00;13,00;0,50;16,00;10,00;0,00;5,00;5,00;2,00;0,00;2,00;0,00;14,00;1,00;0,00;11,00;3,00;1,00;8,00;0,50;4,00;0,50;0,00;8,00;12,00;3,00;3,00;2,00;6,00;0,50;6,00;0,50;0,00;4,00;0,00;0,00;0,50;19,00;7,00;1,00;2,00;1,00
2021-07-18;62,00;5,00;12,00;10,00;0,50;19,00;8,00;0,00;6,00;7,00;2,00;0,50;2,00;0,00;14,00;2,00;0,50;11,00;5,00;1,00;10,00;0,50;3,00;0,50;0,00;6,00;11,00;4,00;5,00;3,00;5,00;0,50;6,00;0,50;0,50;4,00;0,00;0,50;0,50;16,00;5,00;1,00;1,00;1,00
2021-07-25;62,00;5,00;15,00;14,00;1,00;19,00;11,00;0,50;7,00;6,00;3,00;0,50;2,00;0,50;17,00;2,00;0,00;13,00;5,00;2,00;9,00;1,00;3,00;0,50;0,00;6,00;12,00;5,00;4,00;2,00;7,00;0,50;7,00;0,50;0,00;5,00;0,00;0,50;0,50;17,00;8,00;1,00;1,00;1,00
2021-08-01;69,00;7,00;14,00;16,00;0,50;21,00;11,00;0,50;7,00;8,00;4,00;0,50;5,00;0,00;19,00;2,00;0,50;15,00;6,00;1,00;8,00;1,00;6,00;0,50;0,00;10,00;14,00;4,00;7,00;4,00;10,00;0,50;7,00;0,50;0,00;5,00;0,50;1,00;0,50;18,00;8,00;1,00;2,00;1,00
2021-08-08;82,00;5,00;22,00;17,00;0,50;22,00;12,00;0,50;6,00;8,00;4,00;0,50;3,00;0,50;23,00;2,00;0,50;17,00;7,00;1,00;11,00;1,00;6,00;0,50;0,00;11,00;15,00;5,00;9,00;4,00;10,00;0,00;8,00;0,50;0,00;4,00;0,00;1,00;0,50;20,00;8,00;2,00;2,00;1,00
2021-08-15;75,00;5,00;20,00;13,00;0,50;17,00;7,00;0,50;10,00;8,00;4,00;1,00;4,00;0,00;19,00;2,00;0,50;17,00;6,00;2,00;9,00;0,50;6,00;0,50;0,50;10,00;13,00;4,00;5,00;4,00;9,00;0,50;7,00;0,50;0,00;4,00;0,00;0,50;1,00;18,00;10,00;2,00;2,00;1,00
2021-08-22;60,00;4,00;11,00;8,00;0,50;10,00;7,00;0,50;5,00;5,00;2,00;0,50;3,00;0,00;15,00;2,00;0,50;11,00;4,00;1,00;6,00;0,50;3,00;0,00;0,00;6,00;9,00;4,00;3,00;2,00;4,00;0,50;5,00;0,50;0,50;3,00;0,00;0,50;1,00;13,00;6,00;0,50;1,00;1,00
2021-08-29;42,00;3,00;8,00;6,00;0,50;8,00;4,00;0,00;3,00;2,00;3,00;0,50;3,00;0,00;11,00;1,00;0,50;8,00;3,00;1,00;5,00;0,50;2,00;0,50;0,50;3,00;6,00;2,00;3,00;2,00;3,00;0,50;2,00;0,50;0,00;3,00;0,00;0,50;1,00;10,00;3,00;1,00;1,00;1,00
2021-09-05;43,00;4,00;5,00;5,00;0,00;7,00;5,00;0,50;3,00;3,00;3,00;0,50;3,00;0,50;9,00;1,00;0,50;7,00;3,00;1,00;5,00;1,00;3,00;0,50;0,00;4,00;5,00;2,00;2,00;2,00;4,00;0,50;3,00;0,50;0,00;4,00;0,00;0,50;2,00;7,00;3,00;0,50;0,50;1,00
2021-09-12;36,00;4,00;10,00;5,00;0,50;8,00;7,00;0,50;3,00;4,00;2,00;0,50;2,00;0,50;9,00;2,00;0,50;7,00;2,00;1,00;4,00;0,50;2,00;0,50;0,00;4,00;6,00;2,00;3,00;3,00;5,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;1,00;9,00;3,00;1,00;1,00;0,50
2021-09-19;33,00;8,00;9,00;7,00;0,50;9,00;6,00;0,50;4,00;4,00;3,00;0,50;2,00;0,00;12,00;1,00;0,50;6,00;2,00;1,00;5,00;1,00;3,00;0,50;0,00;3,00;5,00;2,00;3,00;3,00;5,00;0,00;4,00;0,50;0,00;2,00;0,00;0,50;2,00;8,00;2,00;0,50;0,50;0,50
2021-09-26;30,00;6,00;9,00;8,00;0,50;7,00;7,00;0,00;5,00;4,00;3,00;0,50;2,00;0,00;8,00;1,00;0,50;5,00;3,00;1,00;4,00;1,00;3,00;0,00;0,00;4,00;4,00;3,00;3,00;2,00;4,00;0,50;4,00;0,00;0,00;3,00;0,00;0,50;1,00;7,00;2,00;0,50;1,00;1,00
2021-10-03;31,00;7,00;10,00;8,00;1,00;7,00;8,00;0,50;5,00;4,00;4,00;0,50;3,00;0,50;8,00;2,00;0,50;6,00;3,00;1,00;4,00;1,00;4,00;0,50;0,00;4,00;5,00;2,00;4,00;2,00;4,00;0,50;3,00;0,00;0,00;3,00;0,00;0,50;1,00;7,00;4,00;0,50;2,00;0,50
2021-10-10;29,00;7,00;10,00;7,00;0,50;14,00;7,00;0,50;4,00;4,00;5,00;1,00;2,00;0,00;6,00;1,00;0,50;5,00;2,00;1,00;4,00;1,00;6,00;0,00;0,00;5,00;5,00;3,00;4,00;2,00;5,00;0,50;2,00;0,50;0,00;2,00;0,00;0,50;1,00;7,00;2,00;0,50;1,00;1,00
2021-10-17;36,00;9,00;11,00;11,00;1,00;18,00;9,00;0,50;5,00;4,00;5,00;1,00;2,00;0,00;10,00;2,00;0,50;6,00;2,00;1,00;5,00;1,00;4,00;0,50;0,50;4,00;5,00;2,00;4,00;3,00;5,00;0,50;4,00;0,00;0,50;3,00;0,50;0,50;1,00;8,00;4,00;1,00;2,00;1,00
2021-10-24;41,00;7,00;12,00;15,00;1,00;15,00;8,00;0,00;5,00;5,00;4,00;0,50;2,00;0,50;9,00;1,00;0,00;7,00;3,00;2,00;8,00;1,00;4,00;0,00;0,00;5,00;6,00;3,00;3,00;3,00;7,00;0,50;4,00;0,00;0,00;2,00;0,00;0,50;2,00;9,00;3,00;0,50;1,00;1,00
2021-10-31;38,00;12,00;14,00;18,00;0,50;19,00;10,00;0,00;6,00;7,00;7,00;0,50;4,00;0,00;14,00;2,00;0,50;8,00;3,00;5,00;8,00;1,00;6,00;0,50;0,00;6,00;5,00;3,00;5,00;4,00;7,00;0,00;5,00;0,00;0,50;3,00;0,00;0,50;1,00;10,00;5,00;1,00;2,00;2,00
2021-11-07;34,00;11,00;15,00;12,00;0,50;16,00;11,00;0,00;8,00;7,00;5,00;0,50;4,00;0,50;14,00;3,00;0,50;7,00;4,00;2,00;6,00;1,00;5,00;0,50;0,50;7,00;6,00;3,00;3,00;5,00;6,00;0,50;4,00;0,50;0,00;5,00;0,00;0,50;1,00;11,00;6,00;0,50;2,00;2,00
2021-11-14;32,00;18,00;16,00;12,00;0,50;18,00;10,00;0,00;8,00;7,00;5,00;0,50;3,00;0,00;11,00;2,00;0,50;6,00;3,00;1,00;6,00;1,00;7,00;0,00;0,00;6,00;4,00;4,00;5,00;5,00;6,00;0,50;5,00;0,00;0,00;2,00;0,50;0,50;1,00;13,00;4,00;1,00;3,00;2,00
2021-11-21;31,00;18,00;15,00;16,00;0,50;20,00;11,00;0,50;7,00;8,00;5,00;0,50;4,00;0,00;11,00;3,00;0,00;7,00;3,00;1,00;8,00;0,50;6,00;0,00;0,00;6,00;5,00;3,00;5,00;7,00;7,00;0,50;5,00;0,50;0,50;2,00;0,00;1,00;1,00;16,00;6,00;1,00;3,00;3,00
2021-11-28;36,00;21,00;25,00;19,00;0,50;20,00;12,00;0,00;11,00;10,00;7,00;0,50;3,00;0,00;19,00;3,00;0,00;7,00;5,00;1,00;9,00;1,00;10,00;0,00;0,00;10,00;5,00;5,00;7,00;6,00;10,00;0,50;6,00;0,00;0,00;4,00;0,00;1,00;1,00;16,00;11,00;2,00;5,00;4,00
2021-12-05;43,00;25,00;27,00;19,00;1,00;26,00;16,00;0,50;12,00;16,00;7,00;0,50;3,00;0,50;24,00;3,00;0,00;17,00;6,00;2,00;12,00;1,00;11,00;0,50;0,00;12,00;6,00;4,00;9,00;8,00;13,00;0,50;14,00;0,00;0,50;7,00;0,00;1,00;1,00;19,00;11,00;1,00;7,00;8,00
2021-12-12;47,00;18,00;32,00;21,00;1,00;20,00;20,00;0,50;13,00;15,00;9,00;0,50;5,00;0,00;27,00;3,00;0,00;14,00;7,00;2,00;13,00;2,00;13,00;0,00;0,50;10,00;6,00;4,00;12,00;7,00;11,00;0,50;12,00;0,00;0,00;9,00;0,00;1,00;1,00;17,00;10,00;2,00;7,00;5,00
2021-12-19;66,00;29,00;42,00;29,00;1,00;30,00;25,00;0,00;17,00;19,00;14,00;0,50;5,00;0,00;31,00;4,00;0,50;16,00;9,00;2,00;18,00;2,00;24,00;0,00;0,50;16,00;11,00;6,00;14,00;12,00;19,00;0,50;15,00;0,00;0,00;10,00;0,00;1,00;2,00;23,00;12,00;3,00;8,00;9,00
2021-12-26;83,00;39,00;51,00;44,00;1,00;41,00;35,00;0,50;23,00;28,00;20,00;1,00;6,00;0,50;45,00;6,00;0,50;24,00;11,00;3,00;25,00;2,00;22,00;0,50;0,50;25,00;15,00;7,00;19,00;15,00;23,00;1,00;19,00;0,50;0,00;9,00;0,50;1,00;1,00;31,00;17,00;3,00;10,00;11,00
2022-01-02;59,00;26,00;45,00;27,00;1,00;27,00;25,00;1,00;20,00;18,00;13,00;1,00;3,00;0,50;31,00;4,00;0,50;15,00;9,00;2,00;18,00;2,00;16,00;0,50;0,00;16,00;13,00;8,00;14,00;12,00;19,00;1,00;12,00;0,50;0,00;8,00;0,50;0,50;2,00;25,00;15,00;2,00;7,00;7,00
2022-01-09;50,00;23,00;42,00;28,00;1,00;28,00;25,00;0,50;18,00;20,00;14,00;1,00;4,00;0,50;30,00;3,00;0,50;15,00;9,00;2,00;19,00;2,00;14,00;0,00;0,50;17,00;13,00;7,00;16,00;8,00;16,00;1,00;14,00;0,50;0,00;6,00;0,00;0,50;1,00;26,00;17,00;3,00;10,00;6,00
2022-01-16;54,00;27,00;49,00;30,00;1,00;33,00;28,00;0,50;19,00;20,00;14,00;0,50;5,00;0,00;31,00;3,00;0,50;18,00;9,00;4,00;18,00;2,00;16,00;0,00;0,00;20,00;15,00;7,00;13,00;10,00;15,00;1,00;13,00;0,50;0,00;7,00;0,00;0,50;2,00;27,00;14,00;2,00;7,00;6,00
2022-01-23;59,00;25,00;44,00;34,00;1,00;30,00;30,00;0,50;20,00;21,00;13,00;1,00;5,00;0,00;33,00;4,00;0,00;16,00;8,00;2,00;17,00;3,00;16,00;0,00;0,00;19,00;12,00;9,00;14,00;11,00;16,00;0,50;14,00;0,50;0,00;8,00;0,00;0,50;1,00;29,00;15,00;2,00;7,00;6,00
2022-01-30;61,00;25,00;43,00;33,00;1,00;32,00;34,00;0,50;21,00;20,00;14,00;1,00;6,00;0,50;32,00;5,00;0,00;20,00;9,00;4,00;20,00;2,00;17,00;0,50;0,50;21,00;14,00;9,00;13,00;10,00;16,00;0,50;14,00;0,50;0,50;6,00;0,00;1,00;1,00;24,00;14,00;3,00;9,00;7,00
2022-02-06;61,00;24,00;40,00;32,00;1,00;35,00;37,00;0,50;18,00;20,00;15,00;1,00;5,00;0,00;33,00;3,00;0,50;21,00;11,00;4,00;21,00;3,00;16,00;0,50;0,50;23,00;14,00;7,00;17,00;11,00;19,00;0,50;15,00;0,00;0,50;6,00;0,00;1,00;1,00;26,00;15,00;2,00;7,00;7,00
2022-02-13;67,00;30,00;41,00;33,00;1,00;38,00;30,00;0,50;21,00;20,00;13,00;0,50;5,00;0,00;38,00;4,00;0,50;20,00;13,00;3,00;21,00;2,00;19,00;0,50;0,50;28,00;19,00;7,00;17,00;12,00;16,00;0,50;17,00;0,50;0,00;10,00;0,00;1,00;1,00;27,00;17,00;3,00;9,00;9,00
2022-02-20;61,00;23,00;44,00;29,00;0,50;30,00;32,00;0,50;21,00;20,00;13,00;0,50;3,00;0,50;29,00;4,00;0,50;15,00;9,00;2,00;18,00;2,00;17,00;0,50;0,00;19,00;13,00;8,00;15,00;9,00;16,00;0,50;13,00;0,00;0,00;7,00;0,00;1,00;1,00;25,00;10,00;2,00;6,00;6,00
2022-02-27;46,00;21,00;29,00;23,00;0,50;25,00;22,00;0,50;15,00;13,00;7,00;1,00;4,00;0,00;25,00;3,00;0,50;12,00;7,00;3,00;16,00;1,00;12,00;0,50;0,00;14,00;9,00;4,00;16,00;9,00;13,00;0,50;9,00;0,00;0,00;5,00;0,00;1,00;0,50;21,00;7,00;1,00;6,00;4,00
