Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-11-08;11,00;44,00;2,75;0,00;5,50;9,43;4,71;3,14;15,71;12,10;2,20;3,30;1,10;5,00;8,00;2,00;1,00;2,00;1,00;1,00;0,50;3,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,00;1,00;0,00;0,00;0,00
2020-11-15;5,00;35,00;2,50;0,00;5,00;13,33;3,33;1,67;23,33;17,00;1,00;5,00;1,00;4,00;5,00;1,00;1,00;2,00;1,00;1,00;0,50;3,00;0,00;2,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,50;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00
2020-11-22;5,00;35,00;2,50;0,00;5,00;6,25;2,50;1,25;8,75;20,00;3,00;4,00;1,00;4,00;6,00;1,00;0,50;1,00;1,00;1,00;1,00;3,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-11-29;9,00;36,00;2,25;0,00;4,50;6,00;3,00;3,00;10,50;50,00;1,00;5,00;2,00;5,00;6,00;1,00;1,00;1,00;0,50;1,00;0,50;3,00;0,50;1,00;0,50;0,00;0,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;6,00;42,00;3,00;0,00;6,00;6,00;3,00;1,50;13,50;19,20;1,20;2,40;1,20;4,00;7,00;1,00;1,00;0,50;1,00;1,00;0,50;7,00;0,50;1,00;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-12-13;7,00;49,00;3,50;0,00;3,50;8,40;2,80;2,80;9,80;11,00;2,00;4,00;1,00;3,00;5,00;1,00;0,50;1,00;0,50;1,00;0,50;2,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;8,00;40,00;2,00;0,00;4,00;8,00;3,20;4,80;20,80;19,43;3,43;5,71;2,29;8,00;8,00;1,00;0,50;0,50;2,00;1,00;1,00;4,00;1,00;2,00;1,00;0,50;0,00;0,00;1,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2020-12-27;8,00;44,00;2,00;0,00;4,00;14,40;4,80;6,40;17,60;22,86;3,43;5,71;1,14;6,00;11,00;2,00;1,00;2,00;1,00;1,00;1,00;5,00;1,00;1,00;1,00;0,00;0,50;0,00;0,50;0,50;1,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;6,00;72,00;3,00;0,00;6,00;10,50;3,00;6,00;22,50;22,00;3,00;6,00;1,00;7,00;10,00;2,00;1,00;1,00;1,00;1,00;1,00;4,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;1,00;0,50;2,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;8,00;40,00;2,00;0,00;4,00;8,00;2,67;4,00;17,33;21,00;4,00;3,00;1,00;7,00;7,00;2,00;1,00;1,00;1,00;1,00;1,00;6,00;1,00;1,00;2,00;0,00;0,00;0,50;0,00;1,00;0,50;1,00;0,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00
2021-01-17;7,00;70,00;7,00;0,00;7,00;14,00;1,75;5,25;17,50;22,17;3,50;4,67;1,17;6,00;10,00;2,00;1,00;1,00;1,00;1,00;0,50;5,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;0,50;0,50;1,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;7,00;35,00;3,50;1,75;3,50;9,80;2,80;4,20;18,20;15,00;2,00;4,00;1,00;4,00;11,00;2,00;2,00;3,00;0,50;1,00;1,00;4,00;1,00;2,00;0,50;0,00;0,00;0,50;0,50;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00
2021-01-31;7,00;70,00;3,50;0,00;7,00;14,00;1,75;7,00;21,00;22,17;2,33;3,50;1,17;5,00;13,00;2,00;0,50;1,00;3,00;1,00;1,00;6,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;8,00;40,00;2,00;2,00;4,00;8,00;2,67;2,67;13,33;17,00;3,00;3,00;0,50;4,00;15,00;2,00;0,50;2,00;1,00;1,00;1,00;5,00;1,00;2,00;1,00;0,50;0,00;0,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;8,00;40,00;4,00;0,00;4,00;12,80;1,60;4,80;19,20;26,29;3,43;3,43;1,14;8,00;30,00;1,00;1,00;2,00;2,00;0,50;0,50;6,00;1,00;2,00;1,00;0,00;0,50;0,50;1,00;0,50;1,00;1,00;0,00;0,50;0,50;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-02-21;7,00;84,00;3,50;3,50;7,00;8,40;2,80;4,20;22,40;23,00;2,00;3,00;1,00;5,00;47,00;2,00;1,00;3,00;2,00;1,00;0,50;4,00;1,00;1,00;1,00;0,00;0,00;0,50;0,00;1,00;0,50;1,00;0,50;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;10,00;75,00;2,50;0,00;5,00;11,43;1,43;2,86;21,43;30,00;2,00;3,00;1,00;8,00;46,00;2,00;0,50;2,00;1,00;2,00;1,00;3,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;9,00;166,50;4,50;0,00;4,50;19,50;3,00;6,00;22,50;25,88;3,38;6,75;1,13;7,00;33,00;3,00;1,00;2,00;1,00;1,00;1,00;4,00;1,00;2,00;1,00;0,00;0,00;0,00;0,50;1,00;1,00;1,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;10,00;280,00;5,00;0,00;2,50;26,67;5,00;8,33;21,67;23,33;3,33;5,56;2,22;7,00;23,00;3,00;2,00;1,00;2,00;1,00;0,50;4,00;0,50;2,00;0,50;0,00;1,00;0,50;0,00;0,50;0,50;1,00;0,00;1,00;0,50;0,50;0,50;0,00;0,00;1,00;0,00;0,00;0,00
2021-03-21;7,00;122,50;1,75;0,00;1,75;14,00;2,80;1,40;16,80;22,00;3,00;7,00;1,00;8,00;13,00;1,00;1,00;1,00;1,00;2,00;1,00;4,00;0,50;2,00;1,00;0,00;0,00;0,00;0,50;1,00;0,50;0,50;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2021-03-28;8,00;108,00;4,00;0,00;4,00;19,20;4,80;4,80;19,20;18,29;4,57;10,29;2,29;6,00;12,00;2,00;0,50;1,00;1,00;1,00;1,00;6,00;1,00;2,00;2,00;0,50;0,00;0,00;0,00;1,00;0,00;0,50;0,50;0,50;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2021-04-04;12,00;156,00;3,00;0,00;6,00;19,50;3,00;4,50;22,50;21,82;4,36;8,73;1,09;7,00;11,00;3,00;9,00;1,00;1,00;1,00;2,00;5,00;1,00;2,00;1,00;0,00;0,00;1,00;0,50;1,00;1,00;1,00;0,00;0,50;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2021-04-11;7,00;168,00;3,50;0,00;3,50;28,00;3,50;3,50;28,00;25,67;3,50;9,33;2,33;8,00;14,00;2,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,50;0,50;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00
2021-04-18;8,00;116,00;4,00;0,00;2,00;28,80;3,20;3,20;28,80;28,57;3,43;4,57;2,29;7,00;12,00;2,00;1,00;2,00;1,00;1,00;1,00;7,00;2,00;2,00;1,00;0,00;0,00;0,50;0,00;1,00;1,00;1,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;7,00;273,00;7,00;0,00;3,50;36,40;4,20;4,20;29,40;34,00;6,00;6,00;2,00;7,00;20,00;8,00;1,00;2,00;2,00;2,00;1,00;8,00;0,50;4,00;1,00;0,00;0,50;0,00;0,50;1,00;0,50;1,00;0,50;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2021-05-02;10,00;260,00;5,00;2,50;5,00;45,71;2,86;4,29;42,86;42,00;4,00;8,00;2,00;10,00;26,00;4,00;1,00;59,00;1,00;1,00;1,00;6,00;1,00;4,00;2,00;0,00;0,00;0,00;0,50;2,00;1,00;1,00;1,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00
2021-05-09;10,00;390,00;5,00;2,50;5,00;57,14;4,29;5,71;65,71;67,00;5,00;18,00;3,00;13,00;28,00;5,00;1,00;6,00;2,00;1,00;1,00;10,00;2,00;5,00;2,00;0,00;0,50;0,50;0,50;2,00;0,50;1,00;0,50;0,00;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00
2021-05-16;13,00;368,33;4,33;2,17;4,33;57,78;4,33;11,56;76,56;93,17;7,58;28,17;4,33;21,00;34,00;5,00;1,00;2,00;2,00;2,00;2,00;13,00;2,00;8,00;3,00;0,00;0,50;0,00;0,50;4,00;1,00;1,00;1,00;1,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00
2021-05-23;19,00;408,50;4,75;0,00;4,75;70,15;7,31;11,69;84,77;76,00;7,39;24,28;5,28;28,00;43,00;5,00;1,00;4,00;2,00;3,00;2,00;18,00;2,00;10,00;3,00;0,00;0,50;0,50;0,50;2,00;1,00;2,00;1,00;1,00;0,50;0,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00
2021-05-30;19,00;399,00;4,75;2,38;4,75;71,62;5,85;11,69;89,15;82,33;6,33;22,17;5,28;32,00;46,00;6,00;2,00;2,00;3,00;2,00;3,00;14,00;3,00;8,00;3,00;0,50;0,50;0,50;1,00;3,00;3,00;3,00;0,00;1,00;0,50;0,50;1,00;0,50;0,00;0,00;0,00;0,50;0,00
2021-06-06;21,00;467,25;5,25;0,00;5,25;78,00;9,00;21,00;103,50;85,05;7,35;25,20;5,25;44,00;60,00;6,00;3,00;3,00;3,00;3,00;2,00;17,00;3,00;12,00;2,00;0,50;0,50;1,00;0,50;3,00;2,00;1,00;0,50;2,00;0,00;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,00
2021-06-13;19,00;384,75;4,75;2,38;4,75;70,15;7,31;17,54;102,31;86,00;8,00;21,00;5,00;41,00;78,00;5,00;3,00;3,00;3,00;3,00;1,00;16,00;2,00;12,00;3,00;0,50;1,00;1,00;0,00;4,00;2,00;1,00;0,50;1,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00
2021-06-20;25,00;415,00;5,00;2,50;5,00;69,12;8,82;20,59;111,76;100,00;10,42;17,71;4,17;42,00;73,00;6,00;4,00;5,00;2,00;3,00;3,00;21,00;4,00;11,00;5,00;0,00;0,00;0,50;1,00;5,00;3,00;3,00;1,00;0,50;0,00;1,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-06-27;25,00;390,00;5,00;2,50;5,00;63,24;8,82;22,06;120,59;96,88;7,29;10,42;4,17;46,00;79,00;9,00;4,00;5,00;2,00;5,00;2,00;18,00;5,00;9,00;4,00;0,00;0,00;0,50;1,00;3,00;2,00;3,00;1,00;1,00;0,00;1,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00
2021-07-04;28,00;354,67;4,67;0,00;4,67;72,21;5,89;28,00;132,63;103,70;9,33;10,37;5,19;50,00;78,00;7,00;5,00;4,00;2,00;4,00;3,00;20,00;6,00;14,00;4,00;0,50;0,50;1,00;0,50;3,00;2,00;4,00;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,50;0,00;0,50;0,00
2021-07-11;31,00;320,33;5,17;0,00;10,33;51,67;5,90;20,67;124,00;100,23;6,20;10,33;5,17;47,00;76,00;6,00;4,00;4,00;3,00;5,00;3,00;16,00;5,00;14,00;3,00;0,00;0,50;1,00;1,00;5,00;3,00;5,00;1,00;0,50;0,50;1,00;0,00;0,00;1,00;0,50;0,00;0,50;0,50
2021-07-18;36,00;308,57;5,14;2,57;5,14;63,00;7,50;15,00;127,50;85,76;9,53;12,71;6,35;56,00;78,00;7,00;4,00;5,00;2,00;4,00;2,00;18,00;4,00;14,00;6,00;0,00;0,00;1,00;0,50;6,00;1,00;4,00;0,50;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,00
2021-07-25;37,00;280,14;5,29;2,64;5,29;42,92;7,40;10,36;125,80;91,97;7,40;11,63;5,29;65,00;72,00;7,00;4,00;5,00;4,00;4,00;4,00;18,00;5,00;12,00;4,00;0,50;0,50;1,00;0,50;6,00;1,00;4,00;1,00;1,00;0,50;0,50;0,50;0,00;0,00;0,50;0,50;0,00;0,00
2021-08-01;34,00;267,14;4,86;0,00;4,86;48,78;7,39;11,83;147,83;98,81;6,38;15,94;7,44;81,00;64,00;8,00;4,00;3,00;2,00;6,00;3,00;25,00;4,00;18,00;4,00;0,00;1,00;1,00;0,50;5,00;1,00;6,00;0,50;0,50;0,00;0,50;0,50;0,50;0,50;0,50;0,50;0,50;0,00
2021-08-08;33,00;273,43;4,71;0,00;4,71;54,00;9,00;12,00;138,00;84,56;5,16;17,53;3,09;44,00;59,00;7,00;6,00;4,00;3,00;7,00;3,00;15,00;2,00;16,00;5,00;1,00;1,00;1,00;0,50;4,00;3,00;4,00;0,50;1,00;0,50;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,00
2021-08-15;34,00;281,71;4,86;2,43;4,86;48,78;8,87;10,35;141,91;76,50;8,50;19,13;4,25;32,00;58,00;6,00;4,00;3,00;2,00;4,00;3,00;17,00;4,00;15,00;4,00;0,00;0,00;0,50;1,00;6,00;2,00;4,00;0,00;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,00
2021-08-22;43,00;315,33;23,89;2,39;4,78;60,79;5,93;11,86;126,03;67,12;8,39;18,88;4,20;30,00;55,00;8,00;4,00;4,00;3,00;6,00;3,00;17,00;5,00;17,00;3,00;0,00;0,50;1,00;0,50;5,00;3,00;4,00;0,50;1,00;1,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00
2021-08-29;21,00;388,50;5,25;0,00;5,25;61,50;7,50;9,00;124,50;71,40;10,50;21,00;9,45;25,00;36,00;5,00;2,00;4,00;3,00;5,00;2,00;15,00;3,00;15,00;6,00;0,00;1,00;1,00;0,50;4,00;2,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00
2021-09-05;22,00;390,50;11,00;2,75;5,50;55,73;7,33;7,33;117,33;58,67;10,48;16,76;6,29;28,00;40,00;8,00;4,00;4,00;2,00;4,00;2,00;12,00;4,00;12,00;2,00;0,50;0,50;0,00;0,50;5,00;1,00;4,00;0,00;1,00;0,00;1,00;1,00;0,00;0,50;0,00;0,50;0,00;0,00
2021-09-12;22,00;272,80;4,40;0,00;4,40;48,40;5,87;7,33;110,00;61,81;8,38;25,14;8,38;31,00;37,00;5,00;5,00;4,00;3,00;5,00;2,00;14,00;2,00;8,00;3,00;0,50;0,00;0,00;0,50;3,00;1,00;2,00;0,00;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,50;0,00
2021-09-19;24,00;307,20;4,80;2,40;4,80;49,50;9,00;6,00;103,50;57,39;8,35;18,78;8,35;22,00;34,00;4,00;2,00;2,00;2,00;5,00;2,00;11,00;3,00;8,00;4,00;0,00;0,50;1,00;1,00;3,00;1,00;2,00;0,50;0,50;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;18,00;274,50;4,50;0,00;9,00;43,50;6,00;6,00;97,50;53,00;7,00;27,00;8,00;22,00;27,00;4,00;1,00;2,00;2,00;4,00;1,00;10,00;3,00;8,00;2,00;0,00;0,50;1,00;0,50;1,00;1,00;1,00;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-10-03;24,00;283,20;4,80;0,00;4,80;39,00;9,00;7,50;99,00;53,22;8,35;27,13;7,30;23,00;29,00;4,00;2,00;3,00;2,00;6,00;2,00;9,00;2,00;7,00;3,00;0,00;1,00;0,50;0,50;2,00;1,00;1,00;0,50;1,00;0,50;0,00;1,00;0,50;0,50;0,50;0,50;0,00;0,00
2021-10-10;21,00;278,25;5,25;2,63;10,50;37,50;9,00;7,50;85,50;45,15;8,40;24,15;6,30;21,00;20,00;3,00;1,00;4,00;2,00;5,00;2,00;9,00;2,00;6,00;2,00;0,00;0,50;0,00;0,00;2,00;1,00;2,00;0,50;2,00;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00
2021-10-17;15,00;225,00;5,00;0,00;10,00;30,00;6,00;4,50;54,00;33,21;8,57;24,64;6,43;15,00;14,00;4,00;1,00;2,00;1,00;4,00;2,00;9,00;1,00;5,00;2,00;0,00;0,50;0,00;1,00;1,00;0,50;1,00;0,00;0,50;0,00;1,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00
2021-10-24;17,00;181,33;5,67;0,00;5,67;21,64;7,73;6,18;34,00;28,69;6,38;18,06;6,38;10,00;10,00;1,00;1,00;2,00;1,00;3,00;1,00;8,00;3,00;4,00;2,00;0,00;1,00;0,00;0,00;2,00;1,00;1,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00
2021-10-31;15,00;155,00;5,00;0,00;5,00;19,50;6,00;3,00;31,50;22,50;8,57;18,21;3,21;6,00;12,00;2,00;0,50;1,00;1,00;2,00;1,00;7,00;3,00;3,00;1,00;0,00;0,00;0,50;0,50;1,00;1,00;2,00;0,50;1,00;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00
2021-11-07;11,00;137,50;5,50;0,00;5,50;14,14;6,29;4,71;20,43;20,90;5,50;16,50;3,30;7,00;7,00;3,00;0,50;1,00;1,00;1,00;0,50;8,00;1,00;3,00;1,00;0,00;0,50;0,50;0,50;1,00;0,50;1,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;10,00;95,00;2,50;0,00;5,00;13,33;6,67;5,00;20,00;22,22;4,44;12,22;3,33;7,00;12,00;3,00;0,50;1,00;1,00;2,00;1,00;4,00;1,00;2,00;1,00;0,50;0,50;0,50;0,00;1,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;8,00;64,00;4,00;0,00;2,00;12,00;2,67;4,00;14,67;17,00;4,00;9,00;3,00;6,00;8,00;2,00;1,00;1,00;2,00;1,00;1,00;4,00;2,00;2,00;3,00;0,50;0,00;0,00;0,50;1,00;0,00;1,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;7,00;98,00;7,00;0,00;3,50;8,40;4,20;4,20;14,00;13,00;4,00;8,00;3,00;5,00;8,00;3,00;1,00;1,00;1,00;1,00;0,50;4,00;1,00;2,00;1,00;0,00;0,50;0,50;0,00;1,00;0,00;0,50;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;9,00;72,00;4,50;2,25;4,50;10,50;3,00;4,50;24,00;14,00;3,00;10,00;2,00;6,00;4,00;2,00;0,50;2,00;1,00;1,00;1,00;5,00;1,00;2,00;1,00;0,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;9,00;94,50;2,25;0,00;4,50;12,00;6,00;4,50;18,00;19,00;5,00;11,00;5,00;9,00;10,00;3,00;2,00;1,00;1,00;0,50;1,00;5,00;1,00;2,00;1,00;0,00;1,00;0,50;0,00;1,00;0,50;0,50;0,00;1,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;14,00;107,33;4,67;0,00;4,67;18,67;4,67;4,67;17,11;19,38;5,38;11,85;4,31;8,00;6,00;1,00;0,50;3,00;1,00;0,00;1,00;8,00;2,00;4,00;1,00;0,50;0,50;0,00;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2021-12-26;17,00;140,25;4,25;0,00;2,13;22,67;4,25;5,67;29,75;30,81;6,38;12,75;4,25;8,00;15,00;3,00;1,00;1,00;1,00;1,00;1,00;11,00;2,00;3,00;4,00;0,50;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,50;0,00;1,00;0,50;0,00;0,50;0,00;0,00;0,00
2022-01-02;16,00;218,67;5,33;0,00;5,33;27,64;5,82;7,27;37,82;40,53;7,47;14,93;4,27;15,00;24,00;3,00;2,00;1,00;2,00;2,00;2,00;9,00;1,00;5,00;2,00;0,00;0,00;0,50;0,00;1,00;1,00;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;16,00;176,00;2,67;0,00;5,33;33,45;8,73;7,27;46,55;39,00;7,00;16,00;6,00;19,00;25,00;4,00;1,00;2,00;2,00;1,00;1,00;9,00;2,00;5,00;2,00;0,00;0,50;0,50;1,00;2,00;1,00;2,00;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;17,00;255,00;5,67;0,00;5,67;37,09;9,27;12,36;47,91;42,50;9,56;25,50;5,31;15,00;23,00;3,00;3,00;2,00;2,00;2,00;1,00;10,00;2,00;5,00;2,00;0,00;0,50;0,00;0,00;1,00;1,00;2,00;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00
2022-01-23;18,00;198,00;4,50;0,00;4,50;36,00;7,50;13,50;54,00;39,18;11,65;19,06;5,29;17,00;24,00;3,00;3,00;3,00;2,00;2,00;2,00;11,00;1,00;6,00;3,00;0,00;0,50;0,50;0,50;2,00;1,00;0,50;0,50;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2022-01-30;21,00;273,00;5,25;2,63;5,25;39,00;9,00;12,00;54,00;44,10;9,45;24,15;7,35;16,00;36,00;4,00;1,00;4,00;2,00;2,00;2,00;7,00;0,50;9,00;3,00;0,00;1,00;0,50;0,00;1,00;2,00;2,00;0,00;1,00;0,50;1,00;1,00;0,50;0,00;0,50;0,00;0,00;0,00
2022-02-06;24,00;307,20;4,80;0,00;9,60;49,50;9,00;10,50;60,00;43,83;13,57;29,22;8,35;14,00;38,00;3,00;1,00;4,00;2,00;4,00;2,00;11,00;3,00;11,00;3,00;0,00;1,00;0,00;0,50;1,00;1,00;2,00;0,00;1,00;0,00;0,00;1,00;0,50;0,50;0,50;0,00;0,50;0,00
2022-02-13;23,00;312,80;4,60;0,00;9,20;44,47;10,73;12,27;67,47;55,41;16,73;27,18;8,36;21,00;34,00;5,00;1,00;2,00;3,00;3,00;2,00;11,00;3,00;8,00;4,00;0,00;0,50;0,50;0,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;19,00;304,00;4,75;2,38;9,50;38,00;10,23;13,15;57,00;38,00;10,56;29,56;8,44;22,00;26,00;4,00;1,00;2,00;1,00;2,00;0,50;16,00;2,00;8,00;3,00;0,00;0,50;0,50;1,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00
2022-02-27;27,00;225,00;4,50;0,00;9,00;34,50;12,00;13,50;45,00;33,23;10,38;21,81;7,27;17,00;22,00;2,00;2,00;2,00;1,00;2,00;1,00;8,00;4,00;3,00;3,00;0,50;0,00;0,50;0,00;3,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
